71884498;B-III;CECM MÉD CAMPINAS;I;2;;201306;CAMPINAS;SP;358.504;358.504;1.509;0;1.685;158.046;0;195.794;-6.136;0;1.415;192;0;5.998;304.525;46.890;0;0;240.640;14.228;301.757;0;0;0;0;112;0;0;0;2.656;53.979;53.669;6.684;16.869;0;22;0;0;0;0;-8.286;0;0;0;0;-1.684;6.921;100;0;-2.680;-2.421;-31;0;6.617;-1.534;6.972;0;6.972;0;-289;6.684;0;0;201306;22,6;0,4;;
92796564;B-III;CC SUL RIOGRANDENSE;I;2;;201306;PORTO ALEGRE;RS;356.273;356.273;2.907;0;48.257;157.581;0;132.942;-8.200;0;10.885;405;0;11.496;323.726;69.537;0;0;213.182;13.003;295.722;0;0;0;0;8.510;425;2.915;0;16.154;32.547;32.547;1.052;17.824;0;2.227;0;0;0;0;-6.911;-220;0;0;0;-2.495;10.425;4.444;1.685;-8.721;-7.010;-289;0;7.640;-6.993;1.181;7;1.188;-136;0;1.052;0;0;201306;13,7;16,5;;
87900601;B-III;CCLA BOTUCARAÍ;I;2;;201306;SOLEDADE;RS;353.218;353.218;1.954;0;0;137.347;0;199.982;-10.222;391;5.201;656;0;18.302;285.134;53.804;0;0;136.619;10.199;200.622;0;0;0;0;68.983;251;5.730;0;9.548;68.085;68.085;6.380;19.286;0;13;0;0;22;0;-4.305;-1.882;0;0;0;-2.834;10.300;4.109;1.084;-6.179;-4.692;-107;0;5.696;-3.387;6.824;21;6.845;-465;0;6.380;0;0;201306;18,8;8,3;;
33021064;B-III;CCLA DO ALTO XINGU;I;2;;201306;CANARANA;MT;352.480;352.480;683;0;0;117.755;0;224.482;-8.504;0;3.079;314;0;14.671;295.541;47.560;0;0;50.647;767;98.974;0;0;0;0;152.477;361;38.805;0;4.924;56.938;56.938;3.616;15.711;0;5;0;0;0;0;-1.046;-7.813;0;0;0;-3.565;3.292;2.592;471;-3.690;-2.186;-71;0;5.715;-2.306;3.817;35;3.852;-234;0;3.616;0;0;201306;16;5,8;;
26549311;B-III;CCLA SUL DE MATO GROSSO;I;2;;201306;RONDONOPOLIS;MT;350.498;350.498;1.846;21.119;0;100.308;0;212.840;-9.269;36;4.979;162;0;18.513;296.731;53.465;0;0;97.905;514;151.884;0;0;0;0;90.945;374;40.760;0;12.766;53.767;53.767;4.267;18.353;0;1.119;0;0;0;0;-2.566;-5.635;0;0;0;-3.981;7.290;2.817;976;-4.883;-4.016;-126;0;5.640;-3.174;4.524;11;4.535;-267;0;4.267;0;0;201306;17;14,7;;
95424891;B-III;CCLA DO VALE DO RIO PARDO;I;2;;201306;SANTA CRUZ DO SUL;RS;349.198;349.198;1.841;0;10.618;161.839;0;167.700;-11.676;4;4.700;359;0;13.818;301.305;57.122;0;0;181.843;19.103;258.068;0;0;0;0;30.899;718;4.103;0;7.518;47.893;47.893;4.643;16.965;0;488;0;0;0;0;-5.518;-1.052;0;0;0;-1.763;9.120;3.856;1.181;-6.718;-4.925;-100;0;6.199;-3.627;4.986;-30;4.956;-313;0;4.643;0;0;201306;16,9;10,1;;
72128440;B-III;CECMMRJ - UNICRED-RIO LTDA;I;2;;201306;RIO DE JANEIRO;RJ;345.102;345.102;1.073;0;0;59.851;0;260.228;-4.042;0;14.520;814;0;12.658;291.618;40.515;0;0;241.983;0;282.499;0;0;0;0;3.984;151;0;0;4.985;53.484;53.351;2.084;22.442;0;0;0;0;0;0;-7.803;0;0;0;0;-1.510;13.129;1.045;655;-7.837;-5.971;-146;0;1.846;-627;2.094;-10;2.084;0;0;2.084;0;0;201306;16,9;10,9;;
82527557;B-III;SICREDI FRONTEIRA PR/SC;I;2;;201306;CAPANEMA;PR;344.652;344.652;2.660;23;557;90.187;0;236.449;-10.487;0;5.469;679;0;19.115;274.052;45.469;0;0;147.407;5.522;198.398;0;0;0;0;59.034;481;6.189;0;9.951;70.600;70.600;8.003;24.359;0;-137;0;0;5;0;-4.334;-1.455;0;0;0;-2.616;15.822;4.436;1.235;-7.593;-6.023;-98;0;4.925;-4.433;8.271;108;8.379;-375;0;8.003;0;0;201306;19,3;8,6;;
32983165;B-III;CCLA VALE DO CERRADO;I;2;;201306;CAMPO VERDE;MT;342.613;342.613;1.112;0;0;69.484;0;267.228;-12.757;0;4.112;1.561;0;11.873;291.715;41.799;0;0;68.836;1.180;111.815;0;0;0;0;102.653;285;71.107;0;5.855;50.898;50.898;9.929;25.783;0;-1;0;0;0;0;-1.317;-8.876;0;0;0;-4.447;11.142;2.253;908;-2.888;-3.025;-93;0;6.057;-4.045;10.309;-1;10.308;-380;0;9.929;0;0;201306;13;6,7;;
5582619;B-III;CCLA DO NORTE DO PARANÁ;I;2;;201306;LONDRINA;PR;339.286;339.286;1.503;0;0;89.536;0;238.001;-8.868;0;1.793;4.547;0;12.775;295.540;45.094;0;0;232.771;7.722;285.587;0;0;0;0;0;1.150;3.481;0;5.323;43.746;40.298;2.480;22.308;0;0;0;0;0;0;-7.506;-117;0;0;0;-3.155;11.530;2.241;1.912;-6.962;-8.564;-124;0;3.528;-1.048;2.513;152;2.665;-184;0;2.480;0;0;201306;14,1;10,3;;
184068;B-III;CCECM PROF.SAUDE NIVEL SUP.MG;I;2;;201306;BELO HORIZONTE;MG;328.932;328.932;8;166.297;148.980;8.576;0;0;0;0;3.101;99;0;1.871;313.176;0;0;0;0;0;0;0;0;0;0;299.952;0;0;0;13.224;15.756;15.741;0;0;0;9.784;0;0;0;0;0;0;0;0;0;388;10.172;5;0;-1.906;-1.197;-4;0;3.221;-10.292;-1;2;1;-1;0;0;0;0;201306;18,7;11,8;;
78840071;B-III;CCLA ALTO URUGUAI CATARINENSE;I;2;;201306;CONCORDIA;SC;323.403;323.403;1.197;0;158.168;7.231;0;144.275;-4.367;0;4.768;544;0;11.586;274.224;33.954;0;0;162.149;19.446;215.549;0;0;0;0;4;3;51.966;0;6.702;49.179;48.919;5.482;13.247;0;5.233;0;0;0;0;-5.619;-896;0;0;0;-1.211;10.754;1.069;564;-3.165;-3.368;-79;0;375;-495;5.655;-171;5.484;0;0;5.482;0;0;201306;18,5;7,1;;
42873828;B-III;CC GUAXUPE E REGIÃO;I;2;;201306;GUAXUPE;MG;322.258;322.258;2.275;0;0;69.946;0;231.160;-9.936;0;8.272;8;0;20.535;235.485;38.463;0;0;75.798;2.224;116.484;0;0;0;0;5.840;97;92.528;0;20.535;86.773;86.758;8.728;24.221;0;0;0;0;0;0;-2.686;-2.834;0;0;0;-4.565;14.136;1.591;3.611;-6.222;-6.054;-177;0;2.741;-541;9.085;-9;9.076;-347;0;8.728;0;0;201306;22,4;4,8;;
87795639;B-III;CCLA DO ALTO NORDESTE DO RS;I;2;;201306;MARAU;RS;316.973;316.973;1.119;0;10.629;142.084;0;152.419;-8.553;28;4.090;557;0;14.628;260.035;47.196;0;0;135.341;14.274;196.811;0;0;0;0;49.672;458;4.895;0;8.200;56.937;56.937;4.016;12.629;0;488;0;0;8;0;-4.003;-1.190;0;0;0;-1.064;6.868;2.845;691;-5.401;-3.513;-83;0;5.672;-2.717;4.362;16;4.378;-363;0;4.016;0;0;201306;21,7;6,6;;
88471024;B-III;CCLA CENTRO LESTE RS;I;2;;201306;CACHOEIRA DO SUL;RS;313.152;313.152;2.355;0;0;147.787;0;153.908;-10.114;233;5.442;947;0;12.827;277.049;47.284;0;0;141.181;3.996;192.461;0;0;0;0;65.623;367;3.199;0;15.398;36.104;36.104;1.085;18.449;0;3;0;0;3;0;-4.023;-2.413;0;0;0;-4.359;7.660;3.138;1.414;-6.343;-5.032;-90;0;5.111;-4.479;1.379;-50;1.329;-243;0;1.085;0;0;201306;14,9;16,7;;
87903316;B-III;CCLA SUDOESTE DO RS;I;2;;201306;ALEGRETE;RS;311.700;311.700;2.158;0;10.618;122.748;0;166.543;-10.182;150;3.196;58;0;16.561;245.107;44.987;0;0;111.249;7.458;163.693;0;0;0;0;70.305;168;5.616;0;5.324;66.594;66.594;4.624;14.881;0;488;0;0;0;0;-3.349;-1.760;0;0;0;-1.885;8.375;2.074;1.055;-4.196;-3.544;-69;0;5.111;-3.875;4.931;13;4.944;-320;0;4.624;0;0;201306;28,4;6,1;;
81014060;B-III;CCLA ITAIPU;I;2;;201306;PINHALZINHO;SC;296.845;296.845;762;0;109.893;2.263;0;171.979;-3.229;0;1.938;745;0;12.493;240.380;26.888;0;0;156.017;1.533;184.439;0;0;0;0;0;0;51.476;0;4.465;56.465;56.439;4.948;11.457;0;3.734;0;0;0;0;-5.036;-742;0;0;0;-1.387;8.026;471;509;-1.956;-1.739;-45;0;185;-432;5.019;-71;4.948;0;0;4.948;0;0;201306;19,5;8,3;;
89468565;B-III;CCLA DA REGIÃO DA PRODUÇÃO;I;2;;201306;SARANDI;RS;290.080;290.080;2.343;0;15.944;114.457;0;142.697;-8.586;5;5.296;1.964;0;15.965;246.825;32.457;0;0;148.339;8.354;189.150;0;0;0;0;47.367;210;3.690;0;6.409;43.255;43.255;2.773;17.731;0;772;0;0;26;0;-5.010;-1.463;0;0;0;-3.293;8.763;3.007;1.224;-5.721;-5.242;-150;0;5.511;-4.439;2.953;48;3.001;-227;0;2.773;0;0;201306;17,2;18,9;;
31804966;B-III;SICOOB CENTRO-SERRANO;I;2;;201306;SANTA MARIA DE JETIB;ES;286.926;286.926;10.187;0;5.899;33.092;0;232.106;-10.653;0;2.604;160;0;13.533;229.028;43.911;0;0;89.438;7.228;140.577;0;0;0;0;4;25;81.974;0;6.447;57.898;57.519;6.858;20.085;0;211;0;0;0;0;-2.723;-1.614;0;0;0;-3.433;12.526;968;1.801;-5.046;-4.123;-95;0;1.450;-526;6.955;20;6.975;-117;0;6.858;0;0;201306;24,8;9,5;;
73750424;B-III;CECM UNICRED NORDESTE RS;I;2;;201306;CAXIAS DO SUL;RS;286.446;286.446;821;0;51;125.899;0;151.631;-5.321;0;3.391;2.730;0;7.245;244.362;38.986;0;0;179.309;19.509;237.804;0;0;0;0;0;0;1.123;0;5.435;42.084;39.733;731;9.702;0;0;0;0;0;0;-4.666;-80;0;0;0;-2.535;2.421;269;264;-3.135;-2.584;-21;0;3.668;-84;798;55;853;-23;-98;731;0;0;201306;22,9;8;;
87780284;B-III;CCLA VALE DO JAGUARI;I;2;;201306;SANTIAGO;RS;284.565;284.565;1.339;0;0;115.612;0;161.706;-15.030;867;3.052;176;0;17.709;212.938;32.264;0;0;93.225;4.175;129.663;0;0;0;0;71.584;199;6.090;0;5.401;71.628;71.628;5.775;14.902;0;2;0;0;3;0;-2.663;-1.985;0;0;0;-1.832;8.427;2.363;742;-4.220;-3.134;-84;0;4.630;-2.554;6.170;-28;6.142;-367;0;5.775;0;0;201306;31,2;5,8;;
54401286;B-III;CCR FORN CANA AGROP PIRACICABA;I;2;;201306;PIRACICABA;SP;284.356;284.356;911;7.331;159.743;3.347;0;121.340;-14.355;0;65;2;0;5.971;215.473;20.628;0;0;116.045;14.274;150.947;0;0;0;0;0;3;58.625;0;5.897;68.883;68.883;3.124;7.657;0;6.354;0;0;0;0;-4.641;-1.439;0;0;0;-1.839;6.092;55;262;-2.124;-1.475;-31;0;765;-456;3.088;42;3.130;-7;0;3.124;0;0;201306;38,7;0,3;;
62673470;B-III;CECM POL MIL SERV SSPSP;I;2;;201306;SAO PAULO;SP;281.664;281.664;465;23.244;56.913;2.112;0;210.726;-23.499;0;1.719;26;0;9.958;106.654;0;0;0;97.280;0;97.280;0;0;0;0;0;0;0;0;9.375;175.009;171.908;7.020;28.112;0;2.713;0;0;0;0;-3.751;0;0;0;0;-2.921;24.153;1.373;480;-11.491;-9.747;-114;0;2.868;-86;7.436;44;7.480;0;-461;7.020;0;0;201306;39,9;4,6;;
37442605;B-III;CCLA NORTE MT;I;2;;201306;COLIDER;MT;276.326;276.326;3.117;0;0;64.959;0;194.633;-5.074;0;3.887;143;0;14.661;227.252;57.936;0;78;76.833;949;135.796;0;0;0;0;69.951;618;14.057;0;6.830;49.074;49.074;5.477;18.591;0;-5;0;0;0;0;-1.953;-2.400;0;0;0;-2.001;12.232;3.091;1.755;-6.011;-4.323;-125;0;2.998;-3.887;5.730;28;5.758;-281;0;5.477;0;0;201306;19,4;11,1;;
81367880;B-III;CCLA SUL CATARINENSE;I;2;;201306;TURVO;SC;275.387;275.387;3.288;6.330;133.793;3.758;0;115.644;-4.839;0;1.098;2.793;0;13.523;219.531;35.727;0;0;127.781;2;163.510;0;0;0;0;0;127;48.089;0;7.806;55.856;55.856;4.035;10.189;0;4.648;0;0;0;0;-3.814;-1.190;0;0;0;-1.429;8.404;832;1.911;-3.076;-4.120;-83;0;358;-202;4.024;12;4.036;0;0;4.035;0;0;201306;23,2;9,5;;
79086997;B-III;CCLA PARANAPANEMA PR/SP;I;2;;201306;CAMBARA;PR;275.146;275.146;2.471;0;0;80.209;0;178.435;-9.935;71;7.250;2.123;0;14.593;238.980;31.388;0;863;102.258;3.853;138.363;0;0;0;0;84.258;209;8.218;0;7.932;36.167;36.167;2.311;20.351;0;3;0;0;1;0;-2.791;-2.306;0;0;0;-3.051;12.207;3.379;1.145;-6.399;-6.175;-155;0;3.772;-5.249;2.525;146;2.671;-360;0;2.311;0;0;201306;13,7;20,8;;
84974278;B-III;CCLA SUDOESTE;I;2;;201306;SAO JOAO;PR;273.919;273.919;4.891;0;0;87.831;0;165.518;-5.765;0;5.018;260;0;16.166;218.377;49.984;0;0;106.594;4.839;161.417;0;0;0;0;44.870;853;4.570;0;6.667;55.542;55.542;6.027;18.180;0;1;0;0;16;0;-3.035;-1.455;0;0;0;-2.065;11.642;3.816;1.120;-6.222;-4.580;-112;0;4.233;-3.668;6.229;109;6.338;-311;0;6.027;0;0;201306;20,7;10,9;;
79457883;B-III;CCLA AGROEMPRESARIAL;I;2;;201306;MANDAGUARI;PR;272.264;272.264;4.009;0;0;89.026;0;163.975;-6.488;202;5.419;2.007;0;14.316;236.931;43.242;0;0;123.784;3.786;170.812;0;0;0;0;50.861;233;763;0;14.261;35.333;35.333;4.782;19.648;0;1;0;0;0;0;-3.450;-1.386;0;0;0;-2.790;12.023;3.950;1.711;-5.641;-6.101;-107;0;4.246;-5.160;4.921;54;4.975;-192;0;4.782;0;0;201306;16,9;20,4;;
78858107;B-III;CCLA AURIVERDE;I;2;;201306;CUNHA PORA;SC;268.315;268.315;1.213;0;130.681;2.131;0;125.737;-2.863;0;476;59;0;10.881;213.867;24.955;0;0;137.934;11.081;173.969;0;0;0;0;0;0;37.596;0;2.302;54.448;54.347;4.845;9.273;0;4.246;0;0;0;0;-4.592;-608;0;0;0;110;8.429;840;234;-2.055;-2.258;-84;0;195;-491;4.810;34;4.844;0;0;4.845;0;0;201306;22,4;6,5;;
33370115;B-III;FURNAS;I;2;;201306;RIO DE JANEIRO;RJ;265.621;265.621;324;0;0;170.490;0;88.619;-1.408;0;680;102;0;6.815;221.032;5.241;0;0;160.542;49.112;214.894;0;0;0;0;0;0;0;0;6.138;44.589;43.666;1.650;10.399;0;0;0;0;0;0;-6.687;0;0;0;0;-512;3.200;255;89;-4.821;-1.977;-43;0;5.403;-450;1.656;0;1.656;-6;0;1.650;0;0;201306;26,9;4,9;;
2015588;B-III;CCLA DO CENTRO SUL RONDONIENSE;I;2;;201306;PIMENTA BUENO;RO;260.199;260.199;2.069;0;0;59.045;0;193.205;-4.167;0;1.374;491;0;8.182;220.923;70.603;0;0;63.320;0;133.923;0;0;0;0;12;215;81.037;0;5.735;39.276;39.276;5.434;17.494;0;0;0;0;42;0;-2.119;-1.951;0;0;0;-1.283;12.183;1.189;723;-5.431;-4.463;-78;0;1.784;-457;5.450;-3;5.447;-15;0;5.434;0;0;201306;17;11,9;;
82065285;B-III;CCLA PARQUE DAS ARAUCÁRIAS;I;2;;201306;MARIOPOLIS;PR;257.633;257.633;2.598;32;0;81.264;0;163.937;-8.058;0;4.775;1.292;0;11.793;216.464;43.161;0;0;120.073;3.892;167.127;0;0;0;0;38.567;161;3.422;0;7.187;41.169;41.169;4.987;20.723;0;3;0;0;19;0;-3.313;-1.265;0;0;0;-2.918;13.249;3.171;1.167;-6.802;-5.284;-106;0;3.358;-3.538;5.215;-32;5.183;-195;0;4.987;0;0;201306;17,7;10,9;;
4388688;B-III;CCLA GOIANIA E REGIAO;I;2;;201306;GOIANIA;GO;256.836;256.836;2.308;0;0;126.625;0;122.515;-7.831;0;1.819;3.436;0;7.965;159.211;42.455;0;0;112.487;2.101;157.044;0;0;0;0;0;29;0;0;2.138;97.625;97.625;8.503;15.503;0;0;0;0;0;0;-3.856;-3;0;0;0;-1.028;10.616;429;668;-3.922;-2.436;-51;0;4.108;-893;8.519;12;8.531;-30;0;8.503;0;0;201306;59,8;2,6;;
79052122;B-III;CCLA COSTA OESTE;I;2;;201306;MARECHAL CANDIDO RON;PR;254.473;254.473;2.055;0;0;121.498;0;110.676;-4.447;0;3.943;1.472;0;19.277;193.140;45.460;0;0;93.590;4.189;143.240;0;0;0;0;37.126;372;5.415;0;6.988;61.333;61.333;5.790;12.548;0;1;0;0;10;0;-2.410;-995;0;0;0;-902;8.252;3.410;1.012;-4.658;-3.629;-122;0;5.191;-3.333;6.123;4;6.127;-336;0;5.790;0;0;201306;25,5;13;;
3960819;B-III;CCLA VALES ITAJAÍ E ITAPOCÚ;I;2;;201306;BLUMENAU;SC;252.410;252.410;2.952;0;58.666;4.134;0;167.802;-8.190;0;6.473;6.910;0;13.663;211.612;29.904;0;0;147.407;779;178.090;0;0;0;0;0;165;29.311;0;4.046;40.798;40.038;1.588;22.020;0;2.004;0;0;0;0;-4.881;-925;0;0;0;-4.704;13.514;1.716;2.509;-8.114;-8.226;-142;0;135;-875;517;1.072;1.589;0;0;1.588;0;0;201306;16,7;18,5;;
41180092;B-III;CECM PROF S SERVPÚB FED EMP AL;I;2;;201306;MACEIO;AL;250.125;250.125;1.951;0;0;80.987;0;155.697;-4.115;0;1.991;101;0;13.514;157.207;33.431;0;0;110.173;7.138;150.742;0;0;0;0;1.601;79;0;0;4.784;92.918;92.826;7.822;13.285;0;0;0;0;0;0;-3.541;0;0;0;0;39;9.783;517;408;-2.939;-2.245;-29;0;3.516;-1.031;7.980;19;7.999;0;-175;7.822;0;0;201306;48,1;1,1;;
86774775;B-III;UNICRED CENTRAL RJ;I;2;;201306;RIO DE JANEIRO;RJ;248.541;248.541;43;7.768;230.249;5.776;0;0;0;0;212;10;0;4.483;225.746;0;0;0;0;0;0;0;0;0;0;219.649;0;0;0;6.097;22.795;22.794;0;0;0;7.626;0;0;0;0;0;0;0;0;0;0;7.626;0;0;-1.789;-854;-107;76;1.993;-6.946;-1;0;-1;0;0;0;0;0;201306;53,5;19,7;;
3632872;B-III;CCLA SUL DA AMAZÔNIA - SICOOB;I;2;;201306;VILHENA;RO;245.975;245.975;1.655;0;0;63.944;0;180.404;-8.475;0;1.394;120;0;6.932;190.714;86.214;0;0;47.592;0;133.806;0;0;0;0;0;49;52.329;0;4.530;55.260;55.260;10.259;16.706;0;0;0;0;0;0;-1.889;-1.454;0;0;0;-1.319;12.044;491;760;-2.337;-2.336;-28;0;1.989;-319;10.264;0;10.264;-5;0;10.259;0;0;201306;27,1;5,6;;
73443863;B-III;CC MÉD CONTAB EMP BLUMENAU;I;2;;201306;BLUMENAU;SC;244.301;244.301;595;0;0;83.418;0;152.120;-3.965;0;1.539;2.388;0;8.206;209.267;23.995;0;0;158.256;21.566;203.818;0;0;0;0;2.385;0;0;0;3.064;35.034;35.033;2.460;13.580;0;0;0;0;0;0;-5.681;0;0;0;0;-1.379;6.520;498;399;-3.749;-3.808;-44;0;2.867;-159;2.524;-42;2.482;-21;0;2.460;0;0;201306;18,6;7,2;;
75847;B-III;CC MED EMP SUL CATARINENSE;I;2;;201306;CRICIUMA;SC;241.443;241.443;663;0;0;62.150;0;168.969;-2.516;0;1.715;2.134;0;8.329;201.859;24.325;0;0;169.745;2.722;196.792;0;0;0;0;1.675;0;0;0;3.392;39.584;39.348;2.811;13.482;0;0;0;0;0;0;-5.345;0;0;0;0;-886;7.251;658;437;-3.420;-3.402;-47;0;2.253;-544;3.186;-342;2.844;-34;0;2.811;0;0;201306;19,7;4,9;;
1039011;B-III;CC MÉD EMP DO OESTE E SERRA;I;2;;201306;CHAPECO;SC;239.568;239.568;932;0;0;60.429;0;171.295;-3.052;0;1.229;201;0;8.534;207.360;24.926;0;0;171.873;5.776;202.574;0;0;0;0;1.170;0;0;0;3.615;32.208;32.193;2.782;13.602;0;0;0;0;0;0;-5.259;0;0;0;0;-818;7.525;685;467;-4.234;-3.513;-30;0;2.143;-240;2.803;35;2.838;-57;0;2.782;0;0;201306;16,4;10,6;;
87781530;B-III;CCLA PLANALTO MÉDIO RS;I;2;;201306;PASSO FUNDO;RS;234.514;234.514;1.387;0;0;69.179;0;157.430;-10.019;786;5.226;198;0;11.114;199.678;43.332;0;0;102.694;8.186;154.211;0;0;0;0;30.960;182;2.750;0;11.574;34.836;34.836;4.515;18.763;0;0;0;0;4;0;-3.348;-1.202;0;0;0;-4.155;10.062;2.964;1.104;-4.389;-4.156;-77;0;3.395;-4.377;4.526;198;4.724;-210;0;4.515;0;0;201306;16,1;13,2;;
259231;B-III;CECM PROF SAÚDE BAIXADA SANTIS;I;2;;201306;SANTOS;SP;231.199;231.199;1.029;0;2.480;53.606;0;157.261;-4.092;0;13.423;1.046;0;6.447;183.779;29.408;0;0;137.068;8.646;175.122;0;0;0;0;116;0;0;0;8.541;47.420;47.420;5.245;17.067;0;30;0;0;0;0;-4.707;0;0;0;0;-1.168;11.222;4;18;-3.993;-4.104;-19;0;2.833;-564;5.397;0;5.397;0;-152;5.245;0;0;201306;22,8;3,5;;
88099247;B-III;CCLA CELEIRO;I;2;;201306;CAMPO NOVO;RS;229.992;229.992;1.351;0;0;58.301;0;162.266;-8.146;18;2.887;669;0;12.664;183.947;19.211;0;0;104.045;4.682;127.938;0;0;0;0;47.272;189;3.585;0;4.963;46.045;46.045;3.348;16.399;0;1;0;0;16;0;-3.022;-1.149;0;0;0;-2.089;10.156;2.516;825;-5.447;-4.171;-83;0;2.819;-3.037;3.578;-36;3.542;-193;0;3.348;0;0;201306;19,3;10,5;;
81192106;B-III;CCLA NOSSA TERRA;I;0;;201306;CAFELANDIA;PR;229.716;229.716;1.146;0;0;97.745;0;120.735;-5.102;0;3.479;412;0;11.300;183.659;25.580;0;0;84.599;12.206;122.385;0;0;0;0;44.066;259;4.392;0;12.556;46.058;46.058;4.768;12.194;0;0;0;0;10;0;-2.465;-1.485;0;0;0;-1.735;6.519;2.513;600;-3.208;-3.279;-84;0;4.412;-2.416;5.057;46;5.103;-336;0;4.768;0;0;201306;19,7;14;;
87510475;B-III;CCLA ROTA DAS TERRAS;I;2;;201306;TAPERA;RS;221.005;221.005;988;2;0;77.025;0;132.777;-5.246;425;3.461;172;0;11.825;172.469;23.825;0;0;75.505;5.397;104.727;0;0;0;0;58.865;140;4.129;0;4.607;48.536;48.536;3.794;9.726;0;14;0;0;33;0;-2.467;-1.360;0;0;0;-769;5.177;1.994;360;-2.850;-1.633;-55;0;3.578;-2.559;4.012;22;4.034;-240;0;3.794;0;0;201306;19,3;5,4;;
79063574;B-III;CCLA SICREDI NORTE SUL PR/SP;I;2;;201306;SANTO ANTONIO DA PLA;PR;220.010;220.010;1.789;0;0;72.189;0;136.584;-5.775;0;3.839;510;0;10.874;191.226;37.849;0;0;88.356;3.665;129.869;0;0;0;0;44.721;181;6.246;0;10.210;28.784;28.784;1.979;16.134;0;0;0;0;0;0;-2.553;-1.381;0;0;0;-2.144;10.056;2.711;1.142;-6.487;-4.771;-95;0;2.927;-3.292;2.191;2;2.193;-214;0;1.979;0;0;201306;19,6;24,4;;
87733077;B-III;CCLA ITAQUIENSE;I;2;;201306;ITAQUI;RS;218.883;218.883;1.288;0;0;103.355;0;106.132;-12.614;43;2.052;1.267;0;17.402;142.388;24.888;0;0;59.194;5.454;89.537;0;0;0;0;40.751;64;6.585;0;5.451;76.495;76.495;5.171;10.071;0;3;0;0;0;0;-2.123;-1.275;0;0;0;-955;5.721;1.227;392;-2.359;-1.693;-38;0;4.086;-1.936;5.400;-1;5.399;-227;0;5.171;0;0;201306;48;11,9;;
26563270;B-III;CCR DE PRIMAVERA DO LESTE;I;2;;201306;PRIMAVERA DO LESTE;MT;217.880;217.880;3.306;0;58.340;0;0;160.337;-11.885;0;131;84;0;7.567;169.045;35.623;0;0;131.185;0;166.808;0;0;0;0;0;2;0;0;2.236;48.834;45.672;3.140;16.623;0;2.524;0;0;0;0;-6.208;0;0;0;0;-5.805;7.134;158;104;-2.221;-1.597;-96;0;205;-532;3.155;-16;3.139;0;0;3.140;0;0;201306;21,7;15,5;;
87900411;B-III;CCLA DE ESPUMOSO;I;2;;201306;ESPUMOSO;RS;216.581;216.581;564;0;0;90.113;0;115.434;-4.811;268;2.566;53;0;12.662;166.669;23.459;0;0;74.439;2.576;100.474;0;0;0;0;56.536;110;4.102;0;5.448;49.912;49.912;5.478;10.332;0;8;0;0;29;0;-2.403;-1.445;0;0;0;-413;6.108;1.839;487;-3.412;-1.612;-43;0;4.022;-1.704;5.685;3;5.688;-209;0;5.478;0;0;201306;22,4;7,2;;
85291086;B-III;CCLA LITORÂNEA;I;2;;201306;JACINTO MACHADO;SC;215.940;215.940;2.896;0;91.364;7.924;0;104.100;-2.408;0;586;262;0;11.216;177.293;28.028;0;0;120.917;2.904;151.849;0;0;0;0;0;39;23.226;0;2.178;38.647;38.645;3.250;9.685;0;2.991;0;0;0;0;-3.607;-308;0;0;0;-947;7.814;911;614;-2.641;-3.285;-78;0;339;-488;3.186;64;3.250;0;0;3.250;0;0;201306;25,3;15,1;;
88530142;B-III;CCLA DE BAGÉ;I;2;;201306;BAGE;RS;211.033;211.033;1.834;0;0;75.644;0;126.581;-7.119;0;3.394;156;0;10.541;174.723;37.408;0;0;74.570;4.623;116.601;0;0;0;0;49.994;256;3.095;0;4.777;36.310;36.310;2.587;12.555;0;0;0;0;1;0;-2.281;-1.202;0;0;0;-1.868;7.205;1.996;576;-4.304;-3.090;-52;0;3.034;-2.539;2.826;-14;2.812;-227;0;2.587;0;0;201306;21,3;18,8;;
73647935;B-III;CECM PROF SAÚDE C. GRANDE MS U;I;2;;201306;CAMPO GRANDE;MS;208.622;208.622;398;0;0;131.143;0;70.728;-1.359;0;232;166;0;7.313;153.218;24.314;0;0;108.918;8.290;141.522;0;0;0;0;8.612;0;0;0;3.084;55.404;55.083;2.627;6.484;0;0;0;0;0;0;-3.709;-164;0;0;0;-111;2.500;60;256;-2.316;-2.039;-39;0;4.340;-84;2.678;-48;2.630;-1;0;2.627;0;0;201306;54,5;7,8;;
3502131;B-III;CCC DO NORTE DO BRASIL;I;2;;201306;PORTO VELHO;RO;208.471;208.471;125;176.255;10.721;0;0;11.534;-125;0;474;304;0;9.184;190.911;0;0;0;0;0;0;0;0;0;0;188.881;4;0;0;2.026;17.560;17.560;-25;454;0;5.488;0;0;0;0;0;-87;0;0;0;-84;5.771;1;2;-1.700;-1.232;-14;0;2.802;-5.654;-24;0;-24;0;0;-25;0;0;201306;25,9;35,2;;
692214;B-III;CCEC PLANALTO CENTRAL LTDA;I;2;;201306;BRASILIA;DF;206.831;206.831;112;123.516;3.617;0;0;25.800;-430;0;970;39;0;53.205;144.333;0;0;0;0;0;0;0;0;0;0;141.685;0;0;0;2.648;62.498;62.403;2.861;1.454;0;3.523;0;0;0;0;0;0;0;0;0;-109;4.868;2;0;-2.094;-1.237;-17;2.969;3.383;-5.013;2.861;0;2.861;0;0;2.861;0;0;201306;15,7;37,6;;
