50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Março/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:02/06/2014
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
87732657;B-III;CCLA DE IBIRUBÁ;I;2;;201403;IBIRUBA;RS;128.054;128.054;472;0;0;48.562;0;76.183;-5.596;107;2.195;279;0;5.960;101.233;14.034;0;0;49.340;1.690;65.064;0;0;0;0;31.193;100;1.613;0;3.262;26.821;24.632;1.438;3.193;0;0;0;0;1;0;-1.074;-317;0;0;0;-187;1.616;583;136;-954;-535;-17;0;1.361;-698;1.492;0;1.492;-54;0;1.438;0;0;201403;20,8;4,9;;
1389651;B-III;CCLA DO PLANALTO CATARINENSE;I;2;;201403;PAPANDUVA;SC;127.839;127.839;1.388;0;33.058;1.506;0;89.760;-1.283;0;325;43;0;3.042;111.908;12.273;0;0;73.870;48;86.191;0;0;0;0;0;16;23.858;0;1.843;15.931;15.040;1.154;3.748;0;936;0;0;0;0;-1.872;-265;0;0;0;-175;2.372;273;206;-961;-800;-25;0;316;-192;1.189;-6;1.183;-30;0;1.154;0;0;201403;14,9;8,1;;
71297899;B-III;CCLA OESTE MINEIRO LTDA-SICOOB;I;2;;201403;PATOS DE MINAS;MG;126.963;126.963;2.098;0;566;38.142;0;85.863;-6.291;0;2.070;372;0;4.143;91.335;26.827;0;0;53.020;559;80.406;0;0;0;0;510;31;6.566;0;3.822;35.628;33.950;-635;4.602;0;13;0;0;0;0;-1.243;-169;0;0;0;-2.815;388;365;191;-1.297;-1.106;-43;0;934;-67;-635;-1;-636;0;0;-635;0;0;201403;39,4;2,4;;
78157146;B-III;CREDIALIANÇA CCR;I;2;;201403;ROLANDIA;PR;126.329;126.329;1.041;33.816;51.078;52;0;38.110;-385;0;797;153;0;1.667;101.200;16.412;0;0;55.117;0;71.529;0;0;0;0;186;622;24.770;0;4.093;25.129;25.097;392;1.173;0;2.126;0;0;0;0;-1.287;-260;0;0;0;-140;1.612;86;143;-1.240;-503;-14;0;333;-24;393;-1;392;0;0;392;0;0;201403;19;6,6;;
2641969;B-III;CCLA NOVA TRENTO;I;2;;201403;NOVA TRENTO;SC;125.756;125.756;4.022;0;49.270;3.652;0;62.708;-2.387;0;420;259;0;7.812;101.739;13.742;0;0;81.656;2.665;98.064;0;0;0;0;0;8;1.165;0;2.502;24.017;22.825;1.495;3.886;0;1.210;0;0;0;0;-1.725;-4;0;0;0;-439;2.928;307;453;-1.061;-1.124;-34;0;244;-181;1.532;4;1.536;-39;0;1.495;0;0;201403;26;23,2;;
25395435;B-III;CCLA DO LESTE DE MINAS;I;2;;201403;LAJINHA;MG;125.453;125.453;2.625;0;0;49.913;0;64.698;-2.834;0;1.006;168;0;9.877;102.432;25.209;0;0;50.122;2.493;77.823;0;0;0;0;18.478;42;0;0;6.089;23.021;20.781;766;3.234;0;0;0;0;0;0;-1.305;-206;0;0;0;-425;1.298;765;115;-1.383;-1.272;-72;0;1.661;-157;955;3;958;-141;-50;766;0;0;201403;25,4;25;;
2197569;B-III;CECM MÉD VALE DO PARAÍBA;I;2;;201403;LORENA;SP;124.846;124.846;727;0;0;33.714;0;67.818;-1.525;0;14.269;6.528;0;3.315;105.858;10.633;0;0;85.045;213;95.891;0;0;0;0;39;0;9.049;0;879;18.987;18.987;149;4.354;0;0;0;0;0;0;-1.990;-176;0;0;0;10;2.198;303;49;-1.703;-1.651;-71;0;1.096;-73;148;0;148;-1;0;149;0;0;201403;20,6;6;;
76461557;B-III;CREDICOOPAVEL;I;2;;201403;CASCAVEL;PR;124.494;124.494;1.834;0;44.480;0;0;79.541;-2.133;0;157;574;0;42;82.582;19.897;0;0;44.887;0;64.785;0;0;0;0;0;662;13.111;0;4.024;41.912;41.912;1.887;3.125;0;809;0;0;0;0;-1.018;0;0;0;0;111;3.027;62;0;-893;-332;-5;0;29;0;1.888;0;1.888;0;0;1.887;0;0;201403;30,9;0,1;;
315557;B-III;CONF NAC COOP CENTRAIS UNICRED;I;2;;201403;SAO PAULO;SP;123.797;123.797;89;1.071;81.363;0;0;0;0;0;19.838;18;0;21.419;99.268;0;0;0;0;0;0;0;0;0;0;72.636;0;0;0;26.631;24.530;25.895;-213;0;0;1.795;0;0;0;0;0;0;0;0;0;0;1.795;3.681;0;-3.324;-3.921;-13;0;3.320;-1.725;-187;-26;-213;0;0;-213;0;0;201403;47,2;83;;
80959612;B-III;CCLA ALTO VALE DO ITAJAÍ;I;2;;201403;RIO DO SUL;SC;122.827;122.827;2.556;0;59.061;21.267;0;37.962;-1.397;165;1.170;312;0;1.895;113.066;27.777;0;0;78.964;2;106.743;0;0;0;0;0;0;3.732;0;2.591;9.761;9.089;737;2.110;0;1.748;0;0;0;0;-1.592;-29;0;0;0;-5;2.232;390;110;-916;-878;-30;0;190;-320;778;-3;775;-39;0;737;0;0;201403;13;5,7;;
1736516;B-III;CCLA REG. CTR. E OESTE MINEIRO;I;2;;201403;DIVINOPOLIS;MG;122.247;122.247;2.117;0;0;32.880;0;83.309;-3.004;0;1.856;149;0;4.940;91.103;23.497;0;0;56.170;1.277;80.944;0;0;0;0;0;1;6.156;0;4.002;31.145;29.634;1.539;4.876;0;0;0;0;0;0;-1.333;-196;0;0;0;-400;2.947;440;599;-1.692;-1.246;-60;0;911;-351;1.548;-2;1.546;-8;0;1.539;0;0;201403;33,5;7,1;;
66788142;B-III;CCR CANDIDO MOTA;I;2;;201403;CANDIDO MOTA;SP;121.964;121.964;1.472;0;23.962;12.328;0;80.902;-3.134;0;395;0;0;6.039;102.685;21.678;0;0;34.417;0;56.095;0;0;0;0;0;1;42.965;0;3.625;19.279;17.787;264;3.517;0;0;0;0;15;0;-832;-443;0;0;0;-863;1.394;152;308;-1.204;-963;-30;0;1.106;-451;312;16;328;-17;-46;264;0;0;201403;18,4;19,4;;
694389;B-III;CCLA SÃO JOSÉ DO CERRITO;I;2;;201403;SAO JOSE DO CERRITO;SC;121.178;121.178;1.120;0;24.262;3.859;0;87.574;-1.446;0;1.852;113;0;3.845;94.368;11.277;0;0;37.690;0;48.967;0;0;0;0;0;0;42.306;0;3.095;26.811;25.557;1.600;3.696;0;632;0;0;1;0;-890;-342;0;0;-19;-359;2.719;254;208;-772;-790;-18;0;125;-92;1.634;0;1.634;-34;0;1.600;0;0;201403;26,6;4,9;;
4355489;B-III;CECM MAG MEM DO MP DE SC;I;2;;201403;FLORIANOPOLIS;SC;121.132;121.132;70;0;0;73.419;0;43.654;-322;0;44;38;0;4.230;108.152;7.097;0;0;96.366;3.290;106.753;0;0;0;0;487;0;0;0;912;12.980;12.980;728;1.828;0;0;0;0;0;0;-1.997;0;0;0;0;-31;-200;171;13;-515;-499;-7;0;1.811;-38;736;0;736;-8;0;728;0;0;201403;22,5;18,3;;
41669227;B-III;CCLA PROD RURAIS TRIÂNGULO;I;2;;201403;UBERLANDIA;MG;121.126;121.126;2.258;0;9.593;57.814;0;45.320;-802;0;1.712;92;0;5.138;99.036;29.705;0;0;50.758;0;80.462;0;0;0;0;15.021;116;0;0;3.437;22.090;21.185;649;2.177;0;225;0;0;0;0;-1.087;-185;0;0;0;-148;982;315;277;-1.497;-778;-42;0;1.452;-80;629;49;678;-28;0;649;0;0;201403;32,5;13,2;;
3428338;B-III;CREDUNI;I;2;;201403;CAMPINA GRANDE;PB;120.763;120.763;585;0;0;11.644;0;98.069;-1.759;0;5.039;6;0;7.179;68.950;2.035;0;0;58.337;321;60.692;0;0;0;0;50;1;1.630;0;6.577;51.813;51.710;2.877;5.374;0;0;0;0;0;0;-999;-73;0;0;0;-490;3.812;14;23;-796;-548;-2;0;581;-208;2.876;0;2.876;0;0;2.877;0;0;201403;53,5;2;;
1637949;B-III;CCLA VALE DO PARANAPANEMA;I;2;;201403;PRESIDENTE PRUDENTE;SP;120.065;120.065;854;0;38.098;2.983;0;71.939;-1.853;0;154;37;0;7.853;96.822;12.634;0;0;66.643;2.119;81.395;0;0;0;0;0;0;12.538;0;2.889;23.242;22.286;1.383;4.223;0;0;0;0;0;0;-1.564;-160;0;0;0;-75;2.424;56;109;-1.196;-856;-13;0;1.106;-159;1.471;10;1.481;-6;-91;1.383;0;0;201403;21,5;27,6;;
66398496;B-III;CC DA REGIÃO DE ARAXÁ LTDA.;I;2;;201403;ARAXA;MG;119.959;119.959;1.134;0;201;39.993;0;69.958;-1.633;0;1.365;48;0;8.893;96.314;25.105;0;0;47.613;0;72.718;0;0;0;0;19.412;52;23;0;4.110;23.645;22.005;1.289;2.982;0;0;0;0;0;0;-1.087;-239;0;0;0;-66;1.590;399;417;-1.179;-1.096;-44;0;1.450;-143;1.394;-10;1.384;-57;-40;1.289;0;0;201403;24,2;22,6;;
19449602;B-III;CCLA REG. CARATINGA;I;2;;201403;CARATINGA;MG;119.622;119.622;1.774;0;0;36.080;0;76.689;-3.971;0;2.112;192;0;6.745;92.246;20.370;0;0;38.129;424;58.924;0;0;0;0;28.704;422;0;0;4.195;27.376;25.153;158;3.324;0;0;0;0;0;0;-834;-372;0;0;0;-1.139;979;398;506;-1.474;-1.294;-49;0;1.356;-184;238;-42;196;-37;0;158;0;0;201403;30,2;7,6;;
3645752;B-III;CCLA REGIÃO DO ALTO PARANAÍBA;I;2;;201403;SAO GOTARDO;MG;118.029;118.029;564;0;0;29.313;0;82.139;-1.371;0;460;36;0;6.888;91.317;20.925;0;0;28.814;0;49.738;0;0;0;0;39.112;44;0;0;2.423;26.712;24.552;1.456;2.392;0;0;0;0;0;0;-644;-485;0;0;0;-141;1.122;225;100;-511;-389;-9;0;1.019;-76;1.481;5;1.486;-31;0;1.456;0;0;201403;25,9;6,7;;
1644264;B-III;CCLA MÉDIO PIRAC E CIRC OURO;I;2;;201403;JOAO MONLEVADE;MG;116.665;116.665;2.132;0;196;33.703;0;75.957;-3.027;0;1.135;477;0;6.093;92.137;14.404;0;0;71.515;0;85.919;0;0;0;0;0;2;3.549;0;2.667;24.527;23.247;908;4.404;0;0;0;0;0;0;-1.595;-75;0;0;0;-722;2.012;298;493;-1.159;-1.166;-39;0;765;-267;937;-21;916;-8;0;908;0;0;201403;27,6;16,3;;
78862083;B-III;CCLA CAMPOS NOVOS;I;2;;201403;CAMPOS NOVOS;SC;114.972;114.972;2.143;0;40.731;6.605;0;63.307;-1.643;0;153;20;0;3.655;100.580;11.348;0;0;51.927;2.567;65.842;0;0;0;0;3;18;33.477;0;1.239;14.392;12.685;609;2.216;0;1.044;0;0;0;0;-1.294;-403;0;0;0;136;1.699;235;176;-659;-797;-22;0;138;-130;640;3;643;-34;0;609;0;0;201403;16,2;6,4;;
1060307;B-III;CCLA UNIÃO DOS VALES DO PIRANG;I;2;;201403;RAUL SOARES;MG;114.711;114.711;2.606;0;0;31.181;0;75.126;-1.706;0;923;87;0;6.495;98.477;22.325;0;0;49.879;720;72.923;0;0;0;0;22.054;73;0;0;3.427;16.234;14.600;887;3.701;0;0;0;0;0;0;-1.111;-274;0;0;0;-275;2.041;442;605;-1.576;-1.233;-43;0;928;-201;963;53;1.016;-77;-50;887;0;0;201403;17,5;19,7;;
1635462;B-III;CECM MED VALES TAQUARI RP E PR;I;2;;201403;LAJEADO;RS;113.713;113.713;344;0;0;27.986;0;80.812;-1.075;0;1.504;74;0;4.068;87.724;7.576;0;0;74.703;2.349;84.628;0;0;0;0;0;0;0;0;3.096;25.989;25.989;822;3.525;0;0;0;0;0;0;-1.601;0;0;0;0;-186;1.738;80;32;-726;-523;-9;0;356;-127;821;0;821;0;0;822;0;0;201403;30,1;3,1;;
2232383;B-III;CCLA CIRCUITO CAMPOS VERTENTES;I;2;;201403;CLAUDIO;MG;113.711;113.711;817;0;0;46.082;0;62.566;-1.927;0;839;52;0;5.281;84.588;15.143;0;0;61.353;1.933;78.429;0;0;0;0;351;1;0;0;5.807;29.123;27.323;1.641;3.467;0;0;0;0;0;0;-1.440;-4;0;0;0;-157;1.866;239;213;-1.054;-569;-22;0;1.168;-174;1.667;-16;1.651;-9;0;1.641;0;0;201403;40,1;7,3;;
23949522;B-III;CCLA CARMO DO PARANAÍBA;I;2;;201403;CARMO DO PARANAIBA;MG;113.691;113.691;770;0;0;46.574;0;63.351;-3.104;0;1.118;552;0;4.430;88.473;20.192;0;0;39.121;0;59.313;0;0;0;0;26.236;142;95;0;2.687;25.218;23.607;1.482;2.152;0;0;0;0;0;0;-704;-329;0;0;0;108;1.227;256;182;-686;-505;-24;0;1.252;-177;1.525;2;1.527;-45;-1;1.482;0;0;201403;31,4;2,4;;
5241619;B-III;CCLA M LESTE MT SICOOB PRIMAVE;I;2;;201403;PRIMAVERA DO LESTE;MT;113.063;113.063;1.668;0;0;27.784;0;83.901;-8.455;0;4.000;769;0;3.397;98.694;23.320;0;0;50.890;0;74.209;0;0;0;0;0;63;22.606;0;1.816;14.369;13.757;-1.779;3.591;0;0;0;0;0;0;-1.249;-297;0;0;0;-2.963;-918;253;244;-928;-867;-22;0;571;-76;-1.743;1;-1.742;-38;0;-1.779;0;0;201403;16,7;4,9;;
41707258;B-III;CCLA SANTO ANTONIO DO MONTE;I;2;;201403;SANTO ANTONIO DO MON;MG;112.058;112.058;2.149;0;0;35.427;0;72.270;-2.934;0;1.314;1.501;0;2.331;86.463;22.391;0;0;44.273;0;66.663;0;0;0;0;14.689;48;0;0;5.063;25.595;24.769;1.570;3.324;0;0;0;0;0;0;-988;-175;0;0;0;-139;2.022;355;66;-948;-751;-34;0;1.013;-103;1.620;39;1.659;-90;0;1.570;0;0;201403;33,6;1,7;;
81292278;B-III;CCLA NOROESTE;I;2;;201403;SAO LOURENCO D'OESTE;SC;111.545;111.545;575;0;46.530;1.154;0;56.543;-3.238;0;1.689;284;0;8.007;90.622;10.977;0;0;54.310;1.364;66.651;0;0;0;0;4;0;21.182;0;2.785;20.923;19.391;682;2.272;0;1.115;0;0;0;0;-1.296;-186;0;0;0;-158;1.747;138;24;-723;-603;-9;0;209;-94;689;8;697;-17;0;682;0;0;201403;23,3;25,1;;
2923389;B-III;CCLA  UNICRED ARACAJU;I;2;;201403;ARACAJU;SE;110.942;110.942;328;0;0;21.187;0;85.302;-1.602;0;2.747;26;0;2.953;79.122;10.363;0;0;61.879;1.675;73.917;0;0;0;0;1.562;51;0;0;3.592;31.820;31.800;1.941;4.329;0;0;0;0;0;0;-1.422;0;0;0;0;-684;2.223;81;298;-598;-408;-8;0;582;-229;1.941;0;1.941;0;0;1.941;0;0;201403;36,2;0,9;;
81706616;B-III;CCLA DO VALE DO IVAÍ;I;2;;201403;JANDAIA DO SUL;PR;110.703;110.703;1.860;0;0;38.788;0;62.070;-3.269;0;3.394;761;0;7.098;93.064;17.656;0;0;51.372;2.158;71.186;0;0;0;0;17.448;173;359;0;3.898;17.639;16.232;1.249;4.707;0;0;0;0;0;0;-1.105;-199;0;0;0;-921;2.482;811;401;-1.251;-1.508;-19;0;1.206;-883;1.239;90;1.329;-80;0;1.249;0;0;201403;17,9;23,5;;
7789195;B-III;CCM TRANSP RODOV ABCD;I;2;;201403;SAO BERNARDO DO CAMP;SP;109.215;109.215;934;0;40.240;12.198;0;59.812;-4.984;0;95;21;0;898;91.240;14.756;0;0;74.929;38;89.723;0;0;0;0;0;0;0;0;1.517;17.975;17.538;1.777;3.307;0;0;0;0;0;0;-1.749;0;0;0;0;-451;1.107;19;208;-439;-380;-3;0;1.288;-21;1.779;0;1.779;-3;0;1.777;0;0;201403;23,8;1;;
80959638;B-III;CCLA MEIO OESTE CATARINENSE;I;2;;201403;XANXERE;SC;108.939;108.939;1.810;0;44.999;4.263;0;54.837;-2.301;0;639;1.356;0;3.335;96.061;14.457;0;0;67.948;479;82.884;0;0;0;0;7;14;11.108;0;2.048;12.878;11.831;87;2.641;0;1.121;0;0;0;0;-1.611;-152;0;0;0;-557;1.442;166;263;-916;-809;-13;0;68;-96;105;-6;99;-11;0;87;0;0;201403;15,3;11,1;;
54190525;B-III;CECM SERV MUN VALE PARAÍBA;I;2;;201403;SAO JOSE DOS CAMPOS;SP;108.818;108.818;514;0;30.867;1.129;0;69.649;-1.458;0;572;8;0;7.539;16.976;1.888;0;0;4.719;0;6.606;0;0;0;0;0;0;0;0;10.369;91.842;89.028;2.570;3.081;0;676;0;0;0;0;-114;0;0;0;0;129;3.772;0;100;-468;-747;-81;0;288;0;2.864;19;2.883;-312;0;2.570;0;0;201403;103,4;3,5;;
71419600;B-III;CCLA DA REGIÃO DE FRUTAL;I;2;;201403;FRUTAL;MG;106.867;106.867;1.764;0;0;15.428;0;85.179;-1.656;0;819;215;0;5.118;77.870;20.082;0;0;15.782;0;35.864;0;0;0;0;37.872;30;0;0;4.104;28.996;27.355;1.522;3.580;0;0;0;0;0;0;-345;-464;0;0;0;-232;2.539;279;251;-1.127;-764;-29;0;510;-87;1.572;-1;1.571;-48;0;1.522;0;0;201403;32,9;4,6;;
1286361;B-III;CECM MED DE TOLEDO E REGIÃO LT;I;2;;201403;TOLEDO;PR;105.999;105.999;226;0;0;38.510;0;65.419;-899;0;378;70;0;2.296;86.496;13.224;0;0;64.049;5.393;82.666;0;0;0;0;2.744;19;0;0;1.068;19.503;19.503;1.304;3.444;0;0;0;0;0;0;-1.528;-28;0;0;0;-105;1.783;48;132;-881;-522;-12;0;861;-58;1.351;-9;1.342;0;-38;1.304;0;0;201403;26,6;5,9;;
5979692;B-III;CECM PROF CREA ESTADOS SC PR;I;2;;201403;FLORIANOPOLIS;SC;105.312;105.312;585;0;34.730;1.541;465;64.039;-2.024;0;186;1.022;0;4.768;88.478;15.706;0;0;58.972;898;75.577;0;0;0;0;0;31;9.618;0;3.253;16.834;16.765;726;3.858;0;801;0;0;0;0;-1.330;-234;0;0;0;-340;2.755;208;127;-898;-1.405;-25;0;113;-74;801;0;801;0;-76;726;0;0;201403;19,8;10,5;;
25387655;B-III;C.C.L.A. DO VALE DO MUCURI LTD;I;2;;201403;TEOFILO OTONI;MG;105.074;105.074;5.127;0;0;49.636;0;43.959;-1.428;0;1.642;362;0;5.776;80.730;27.572;0;0;41.385;0;68.957;0;0;0;0;6.661;83;0;0;5.029;24.344;22.833;561;3.043;0;0;0;0;0;0;-818;-86;0;0;0;-385;1.754;527;518;-1.806;-1.457;-56;0;1.343;-198;625;5;630;-69;0;561;0;0;201403;39,4;9,6;;
25387713;B-III;CCR DE PARÁ DE MINAS LTDA;I;2;;201403;PARA DE MINAS;MG;104.430;104.430;268;0;0;83.385;0;16.079;-405;0;2.485;14;0;2.604;89.737;18.725;0;0;63.462;2.414;84.601;0;0;0;0;0;0;0;0;5.135;14.693;13.673;470;864;0;0;0;0;0;0;-1.445;0;0;0;0;-5;-586;133;174;-600;-432;-12;0;1.917;-95;499;-2;497;-27;0;470;0;0;201403;38,2;4,4;;
26178111;B-III;CCPEMM ALTO SÃO FRANCISCO;I;2;;201403;LAGOA DA PRATA;MG;103.862;103.862;957;0;0;43.704;0;55.247;-2.106;0;1.203;690;0;4.169;87.160;21.467;0;0;41.134;1.896;64.497;0;0;0;0;17.070;37;1.582;0;3.973;16.702;15.626;877;2.175;0;0;0;0;2;0;-961;-224;0;0;0;162;1.154;233;112;-961;-709;-23;0;1.245;-91;960;0;960;-43;-40;877;0;0;201403;24,5;10,9;;
1187961;B-III;CCLA DE BRASILIA;I;2;;201403;BRASILIA;DF;103.225;103.225;1.396;444;0;22.723;0;73.030;-3.855;0;595;159;0;8.734;80.628;17.216;0;0;25.523;0;42.740;0;0;0;0;34.254;0;590;0;3.045;22.597;17.025;-80;3.162;0;11;0;0;0;0;-633;-605;0;0;0;-670;1.265;213;104;-1.210;-1.156;-24;191;590;-39;-66;0;-66;-13;0;-80;0;0;201403;24,3;14,1;;
1151186;B-III;CCLA CAMPINA GRANDE LTDA.;I;2;;201403;CAMPINA GRANDE;PB;103.155;103.155;746;0;0;36.887;0;58.939;-2.243;0;3.817;35;0;4.974;77.027;18.518;0;0;50.983;30;69.532;0;0;0;0;2.077;11;0;0;5.407;26.128;25.511;1.460;3.493;0;0;0;0;0;0;-1.138;0;0;0;0;-100;2.255;75;191;-1.002;-593;-7;0;868;-293;1.494;0;1.494;0;-34;1.460;0;0;201403;36,2;8,7;;
49389307;B-III;CCR PLANT CANA REG CAPIVARI;I;2;;201403;CAPIVARI;SP;102.670;102.670;1.253;0;50.985;5.409;0;35.697;-1.550;0;2.638;3.555;0;4.682;92.548;14.947;0;0;64.140;0;79.087;0;0;0;0;12.313;0;0;0;1.148;10.122;8.720;-257;1.583;0;0;0;0;0;0;-1.438;-165;0;0;0;-229;-249;27;153;-705;-686;-27;0;1.357;-127;-257;1;-256;0;0;-257;0;0;201403;12,7;26,6;;
6174009;B-III;CCLA CENTRO NORTE PR;I;2;;201403;APUCARANA;PR;102.025;102.025;818;0;0;21.286;0;78.172;-4.079;0;567;74;0;5.187;82.543;17.833;0;0;59.473;1.158;78.463;0;0;0;0;0;198;883;0;2.998;19.483;18.270;1.256;4.571;0;0;0;0;0;0;-1.398;-2;0;0;0;-707;2.464;663;486;-1.152;-1.732;-24;0;744;-158;1.291;7;1.298;-41;0;1.256;0;0;201403;21,5;10,1;;
65229254;B-III;CCLA PATROCÍNIO;I;2;;201403;PATROCINIO;MG;100.100;100.100;557;0;0;19.018;0;76.029;-2.101;0;542;44;0;6.010;76.853;11.571;0;0;21.133;0;32.704;0;0;0;0;32.888;20;5.139;0;6.102;23.248;20.866;1.285;2.719;0;0;0;0;0;0;-427;-451;0;0;0;-323;1.518;195;173;-769;-623;-18;0;903;-68;1.311;16;1.327;-42;0;1.285;0;0;201403;25,7;3,7;;
2335109;B-III;CCLA ZONA DA MATA LTDA;I;2;;201403;CATAGUASES;MG;99.560;99.560;2.506;0;0;23.435;0;66.202;-1.387;0;2.613;3.283;0;2.908;73.958;16.865;0;0;52.748;354;69.967;0;0;0;0;0;0;0;0;3.991;25.602;24.775;1.447;3.900;0;0;0;0;0;0;-1.149;0;0;0;0;-395;2.356;427;509;-1.170;-1.161;-20;0;631;-116;1.456;0;1.456;-8;0;1.447;0;0;201403;35;4,7;;
45691128;B-III;CECM EMPR JOHNSON & JOHNSON;I;2;;201403;SAO JOSE DOS CAMPOS;SP;99.526;99.526;1.640;0;38.879;0;0;53.834;-1.932;0;493;6.579;0;33;79.068;54.071;0;0;2.729;0;56.800;0;0;0;0;0;0;0;0;22.269;20.458;20.458;1.305;2.294;0;886;0;0;0;0;-49;0;0;0;0;-401;2.730;0;0;-196;-767;-1;0;338;-788;1.316;0;1.316;0;-11;1.305;0;0;201403;22,6;0,2;;
7599206;B-III;CC EMP SECOVI-GO E SERV PUB;I;2;;201403;GOIANIA;GO;99.237;99.237;241;0;0;37.457;793;59.542;-2.408;0;98;675;0;2.839;75.615;33.444;0;0;40.387;139;73.970;0;0;0;0;0;24;6;0;1.614;23.622;22.035;1.626;2.900;0;0;0;0;0;0;-935;0;0;0;0;-211;1.754;601;275;-664;-1.232;-8;0;1.006;-85;1.647;-16;1.631;-5;0;1.626;0;0;201403;36,2;2,6;;
38588174;B-III;CCLA CONSELHEIRO PENA;I;2;;201403;CONSELHEIRO PENA;MG;97.970;97.970;1.105;0;0;37.724;0;54.348;-3.571;0;1.063;53;0;7.248;66.201;15.480;0;0;45.365;941;61.786;0;0;0;0;1.835;27;0;0;2.553;31.768;29.792;833;3.193;0;0;0;0;0;0;-1.009;-14;0;0;0;-448;1.722;99;138;-1.068;-1.075;-19;0;1.206;-172;831;25;856;-22;0;833;0;0;201403;41,1;8,6;;
19869338;B-III;CCLA VALE DO AÇO;I;2;;201403;IPATINGA;MG;96.708;96.708;2.855;0;0;27.406;0;61.598;-3.367;0;2.590;17;0;5.609;66.560;12.188;0;0;47.307;895;60.391;0;0;0;0;584;3;1.962;0;3.620;30.148;27.731;-154;4.383;0;0;0;0;0;0;-1.166;-56;0;0;0;-1.010;2.151;239;301;-1.640;-1.388;-34;0;561;-177;13;-168;-155;0;0;-154;0;0;201403;42,7;6,9;;
106180;B-III;SICOOB CENTRAL MT/MS;I;2;;201403;CUIABA;MT;96.623;96.623;86;60.239;19.343;0;0;6.362;-109;0;791;152;0;9.760;79.137;0;0;0;0;0;0;0;0;0;0;77.072;0;0;0;2.065;17.486;14.106;303;205;0;1.598;0;0;0;0;0;0;0;0;0;-18;1.785;34;0;-1.015;-871;-23;0;1.949;-1.546;313;0;313;-9;0;303;0;0;201403;22,2;47,9;;
3750034;B-III;CECM DOS JUIZES DO RS;I;2;;201403;PORTO ALEGRE;RS;95.052;95.052;48;0;0;63.334;0;27.533;-376;0;1.671;292;0;2.549;84.243;2.273;0;0;62.668;16.264;81.205;0;0;0;0;223;30;772;0;2.015;10.808;9.881;407;1.137;0;0;0;0;0;0;-1.774;-19;0;0;0;-28;-684;102;4;-219;-163;-6;0;1.609;-205;438;0;438;-32;0;407;0;0;201403;23,1;3,9;;
3730508;B-III;CCLA DO CENTRO GOIANO LTDA;I;2;;201403;GOIANIA;GO;94.866;94.866;1.333;0;0;19.656;0;70.868;-1.793;0;291;100;0;4.411;64.224;20.342;0;0;22.769;0;43.111;0;0;0;0;19.716;3;0;0;1.395;30.641;28.364;-44;3.437;0;0;0;0;0;0;-502;-237;0;0;0;-625;2.073;127;72;-1.141;-1.109;-20;0;509;-548;-37;-5;-42;-2;0;-44;0;0;201403;41,3;5,2;;
