50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Dezembro/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:30/03/2015
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
4694278;B-III;CECM INT MIN PÚB EST. RJ LTDA                               ;I;2;;201412;RIO DE JANEIRO;RJ;218.361;218.361;274;0;30.566;131.690;0;44.232;-1.231;0;72;2.908;0;9.850;195.092;5.286;0;0;188.059;0;193.345;0;0;0;0;0;0;0;0;1.748;23.269;21.242;1.713;4.410;0;732;0;0;0;0;-10.103;0;0;0;0;-675;-5.636;183;20;-1.529;-1.281;-23;0;10.226;-237;1.723;0;1.723;-10;0;1.713;0;0;201412;30,1;22;;
26178533;B-III;CCLA PONTAL DO TRIANGULO                                    ;I;2;;201412;ITUIUTABA;MG;216.166;216.166;966;0;22.627;26.080;0;161.389;-5.069;0;3.186;2.060;0;4.927;183.524;25.039;0;0;54.544;0;79.583;0;0;6.741;6.741;88.655;4;0;0;8.543;32.642;30.540;3.788;9.802;0;1.250;0;0;0;0;-3.643;-1.910;0;0;0;-1.015;4.484;605;850;-3.359;-2.178;-121;0;3.787;-179;3.889;-7;3.882;-96;0;3.788;0;0;201412;19,5;4,6;;
81115149;B-III;CCLA GRANDES LAGOS PR                                       ;I;2;;201412;LARANJEIRAS DO SUL;PR;215.658;215.658;8.394;433;0;57.248;0;135.620;-6.006;0;7.912;801;0;11.257;168.723;25.574;0;0;83.956;936;110.466;0;0;0;0;41.234;714;3.682;0;12.627;46.935;43.713;5.867;16.921;0;19;0;0;6;0;-3.634;-1.275;0;0;0;-2.138;9.899;3.410;1.401;-4.110;-4.502;-94;0;4.231;-3.916;6.319;-22;6.297;-428;0;5.867;0;0;201412;21,2;8,6;;
82096447;B-III;CECM BRF                                                    ;I;2;;201412;VIDEIRA;SC;214.269;214.269;30;0;66.288;0;0;147.706;-2.472;0;2.493;1;0;222;110.477;0;0;0;104.854;0;104.854;0;0;0;0;0;0;0;0;5.623;103.792;103.767;10.101;15.666;0;3.482;0;0;0;0;-5.767;0;0;0;0;-820;12.561;215;0;-1.995;-308;-26;0;9;-47;10.409;0;10.409;-90;-217;10.101;0;0;201412;58,3;0,2;;
78834975;B-III;CCLA DO VALE DO CANOINHAS                                   ;I;2;;201412;CANOINHAS;SC;214.171;214.171;1.180;0;79.477;4.986;0;122.125;-4.137;0;135;651;0;9.755;179.854;24.826;0;0;110.253;17;135.096;0;0;0;0;0;0;35.793;0;8.965;34.317;31.183;2.378;9.841;0;4.968;0;0;0;0;-5.802;-615;0;0;0;-2.412;5.980;695;373;-3.624;-2.354;-91;54;2.056;-593;2.496;-14;2.482;-104;0;2.378;0;0;201412;20,9;14,1;;
1604998;B-III;CCLA SUL MINAS-SICOOB CREDIVAS                              ;I;2;;201412;SAO GONCALO DO SAPUC;MG;211.627;211.627;6.743;0;87;58.335;0;130.708;-4.541;0;3.923;2.836;0;13.536;178.489;41.281;0;0;83.327;1.131;125.739;0;0;0;0;41.487;36;0;0;11.226;33.138;29.289;3.638;13.782;0;8;0;0;0;0;-4.850;-1.237;0;0;0;-1.337;6.366;1.367;1.136;-5.812;-4.823;-122;0;6.239;-549;3.802;48;3.850;-210;0;3.638;0;0;201412;22;12,3;;
24799033;B-III;CCLA VALE DO PARANAÍBA                                      ;I;2;;201412;QUIRINOPOLIS;GO;211.452;211.452;3.465;0;0;35.256;0;156.523;-5.449;0;1.785;3.023;0;16.849;137.689;30.320;0;0;61.969;44;92.333;0;0;0;0;38.827;0;96;0;6.433;73.763;67.655;4.506;14.997;0;0;0;0;0;0;-3.818;-836;0;0;0;-2.005;8.338;285;1.168;-5.316;-4.018;-43;0;4.487;-371;4.530;16;4.546;-40;0;4.506;0;0;201412;47,7;13,4;;
5392810;B-III;CCLA REGIÃO OESTE                                           ;I;2;;201412;TOLEDO;PR;211.128;211.128;3.092;0;0;67.014;0;135.531;-5.675;0;850;1.832;0;8.484;180.611;30.172;0;0;118.454;3.320;151.946;0;0;0;0;0;9.921;13.802;0;4.942;30.518;28.699;2.163;13.941;0;0;0;0;0;0;-7.064;-314;0;0;0;-2.476;4.087;1.358;726;-4.248;-4.396;-65;0;5.394;-482;2.374;38;2.412;-248;0;2.163;0;0;201412;16,2;9,8;;
25606237;B-III;CPCLA VALE DO RIO DOCE                                      ;I;2;;201412;GOVERNADOR VALADARES;MG;209.203;209.203;1.781;0;0;79.630;0;116.739;-3.011;127;3.746;111;0;10.208;173.254;36.089;0;0;89.206;1.724;127.019;0;0;0;0;34.289;157;0;0;11.789;35.949;32.857;4.364;10.951;0;0;0;0;0;0;-5.390;-779;0;0;0;-1.067;3.715;1.254;1.635;-4.267;-3.838;-111;0;6.910;-470;4.828;-10;4.818;-125;-329;4.364;0;0;201412;26;10;;
67960229;B-III;CCR PEMM VALE MOGI GUAÇU                                    ;I;2;;201412;DESCALVADO;SP;208.188;208.188;4.941;0;28.814;50.726;0;120.898;-11.920;0;1.082;5.964;0;7.683;158.814;20.249;0;0;94.980;145;115.375;0;0;0;0;0;0;17.228;0;26.212;49.373;46.928;5.215;14.562;0;1.067;0;0;0;0;-5.960;-521;0;0;0;-233;8.915;443;693;-4.934;-3.431;-105;0;4.550;-855;5.276;-21;5.255;-41;0;5.215;0;0;201412;26,9;5,4;;
21866694;B-III;CCLA NORTE DE MINAS                                         ;I;2;;201412;MONTES CLAROS;MG;207.258;207.258;4.409;0;3.655;73.706;0;111.141;-4.460;0;4.161;792;0;13.855;164.392;31.081;0;0;63.049;2.198;96.328;0;0;0;0;39.471;58;11.435;0;17.099;42.866;39.622;3.944;10.400;0;76;0;0;2;0;-3.944;-1.458;0;0;0;-1.060;4.016;1.506;1.598;-5.367;-3.595;-112;0;6.502;-424;4.124;266;4.390;-163;-285;3.944;0;0;201412;31,8;14,7;;
81206039;B-III;CCLA RIO PARANÁ PR/SP                                       ;I;2;;201412;NOVA LONDRINA;PR;206.798;206.798;3.319;0;0;65.133;0;127.164;-8.849;0;7.916;289;0;11.826;172.293;31.354;0;0;74.132;2.400;107.886;0;0;0;0;41.762;185;1.847;0;20.614;34.505;31.894;4.300;17.124;0;0;0;0;0;0;-4.158;-1.135;0;0;0;-4.189;7.642;3.779;920;-5.632;-5.558;-257;0;4.666;-3.166;2.394;2.128;4.522;-223;0;4.300;0;0;201412;19,9;18,8;;
21670187;B-III;CCLA BOM DESPACHO                                           ;I;2;;201412;BOM DESPACHO;MG;201.581;201.581;671;0;0;88.010;0;105.593;-5.779;0;4.802;545;0;7.740;168.059;36.326;0;0;89.963;13.009;139.298;0;0;0;0;16.143;46;0;0;12.571;33.522;31.490;4.118;9.463;0;0;0;0;0;0;-5.656;-409;0;0;0;-1.607;1.791;850;366;-3.198;-2.330;-61;0;7.188;-282;4.324;-14;4.310;-140;-52;4.118;0;0;201412;26,8;8,5;;
16779741;B-III;CCLA VIACREDI ALTO VALE                                     ;I;2;;201412;IBIRAMA;SC;198.589;198.589;979;0;67.156;2.576;0;121.334;-2.870;0;1.024;397;0;7.993;165.023;17.177;0;17.188;122.128;139;156.633;0;0;0;0;3.008;5;0;0;5.378;33.566;33.558;2.831;13.143;0;3.235;0;0;0;0;-6.842;-71;0;0;0;-1.096;8.369;547;572;-3.299;-3.934;-107;0;978;-60;3.066;2;3.068;0;-237;2.831;0;0;201412;24,1;4,7;;
26408187;B-III;CCLA PANTANAL MS                                            ;I;2;;201412;MARACAJU;MS;197.111;197.111;3.082;0;0;43.051;0;146.638;-11.574;96;5.254;218;0;10.441;155.851;24.585;0;0;33.088;1.594;59.267;0;0;0;0;69.032;143;16.484;0;10.927;41.260;37.779;5.615;16.944;0;0;0;0;0;0;-2.050;-4.625;0;0;0;-3.888;6.381;2.395;981;-4.240;-3.103;-66;0;5.779;-2.517;5.610;5;5.615;0;0;5.615;0;0;201412;19,5;10,7;;
4529074;B-III;CCLA DE CASCAVEL E REGIÃO - SI                              ;I;2;;201412;CASCAVEL;PR;196.640;196.640;881;0;0;41.700;0;149.747;-4.607;0;1.985;78;0;6.857;171.475;23.422;0;0;118.727;3.055;145.205;0;0;0;0;0;2.928;17.638;0;5.706;25.165;23.912;3.275;15.634;0;0;0;0;0;0;-7.252;-271;0;0;0;-2.434;5.677;1.687;1.191;-4.440;-4.893;-91;0;5.043;-658;3.516;-14;3.502;-226;0;3.275;0;0;201412;14,8;9,3;;
7206072;B-III;CCLA DO ALTO PARANAPANEMA                                   ;I;2;;201412;ARAPOTI;PR;194.435;194.435;1.263;0;0;104.186;0;83.356;-3.304;0;2.265;5;0;6.664;174.385;12.106;0;0;113.172;35;125.312;0;0;0;0;38.760;81;1.868;0;8.364;20.050;18.520;1.434;8.498;0;0;0;0;0;0;-4.703;-1.208;0;0;0;-1.544;1.043;1.575;492;-3.085;-2.231;-62;0;5.025;-1.216;1.541;-10;1.531;-97;0;1.434;0;0;201412;18,5;17;;
5772229;B-III;SICOOB NOROESTE DO PARANÁ                                   ;I;2;;201412;PARANAVAI;PR;192.762;192.762;1.180;0;0;28.717;0;162.451;-6.921;0;447;44;0;6.845;167.063;26.444;0;0;67.244;367;94.055;0;0;0;0;0;5.892;62.088;0;5.028;25.699;24.139;2.812;16.196;0;0;0;0;0;0;-3.898;-1.583;0;0;0;-2.149;8.566;1.358;1.095;-5.252;-4.625;-102;0;2.594;-552;3.082;-28;3.054;-243;0;2.812;0;0;201412;16,9;10,5;;
22724710;B-III;CCLA CAMPOS DAS VERTENTES                                   ;I;2;;201412;SAO TIAGO;MG;192.028;192.028;2.446;0;0;61.450;0;123.526;-4.701;0;1.474;768;0;7.065;156.117;22.696;0;0;89.023;2.475;114.194;0;0;6.814;6.814;28.079;111;0;0;6.919;35.911;33.378;3.174;11.532;0;0;0;0;0;0;-4.995;-690;0;0;0;-2.705;3.142;865;1.501;-3.464;-3.220;-81;0;5.131;-329;3.545;-68;3.477;-135;-169;3.174;0;0;201412;29,8;6;;
966246;B-III;CCLA ITAÍ-PARANAPANEMA-AVARÉ                                ;I;2;;201412;ITAI;SP;188.429;188.429;894;0;42.736;6.645;0;132.085;-4.512;10;4.522;405;0;5.654;156.868;15.750;0;0;81.988;1.368;99.107;0;0;3.280;3.280;0;0;46.264;0;8.217;31.561;30.332;2.370;15.052;0;2.835;0;0;0;0;-5.124;-1.163;0;0;0;-3.960;7.640;827;1.409;-4.340;-3.198;-46;0;1.387;-1.055;2.624;-69;2.555;-20;-165;2.370;0;0;201412;21,9;9,3;;
86829827;B-III;CCLA DO VALE                                                ;I;2;;201412;BRACO DO NORTE;SC;187.452;187.452;834;0;76.838;15.226;0;92.384;-2.910;0;440;383;0;4.256;166.697;28.123;0;0;99.773;20;127.915;0;0;0;0;0;0;34.357;0;4.425;20.754;19.682;4.555;8.134;0;4.455;0;0;0;0;-4.986;-549;0;0;0;-946;6.108;599;379;-2.727;-1.836;-48;0;2.440;-295;4.620;3;4.623;-70;0;4.555;0;0;201412;16,6;11,3;;
10348181;B-III;CCLA VALE ITAJAI E LITORAL SC                               ;I;2;;201412;ITAPEMA;SC;187.218;187.218;2.512;0;0;51.124;0;124.984;-7.247;0;6.625;639;0;8.582;165.134;35.656;0;0;105.975;0;141.631;0;0;0;0;6;357;11.818;0;11.321;22.084;20.506;1.147;16.945;0;0;0;0;0;0;-5.467;-505;0;0;0;-4.480;6.493;2.655;1.230;-4.969;-4.660;-129;0;3.116;-2.894;842;306;1.148;0;0;1.147;0;0;201412;15,8;24;;
78483310;B-III;CCLA ITAPIRANGA                                             ;I;2;;201412;ITAPIRANGA;SC;186.830;186.830;1.272;0;110.757;1.533;0;70.872;-4.898;0;894;154;0;6.246;160.385;14.349;0;0;106.312;8.802;129.463;0;0;0;0;0;0;28.917;0;2.005;26.444;24.314;2.114;5.109;0;5.838;0;0;0;0;-5.846;-402;0;0;0;-3.145;1.554;815;37;-1.818;-1.275;-39;0;2.976;-40;2.210;5;2.215;-100;0;2.114;0;0;201412;21,7;10,1;;
10736214;B-III;CCLA DO PLANALTO CENTRAL                                    ;I;2;;201412;CRISTALINA;GO;186.481;186.481;4.463;0;0;42.383;0;137.542;-14.275;0;4.517;168;0;11.684;152.567;21.584;0;0;49.604;0;71.188;0;0;0;0;49.715;165;18.404;0;13.094;33.914;30.204;1.120;17.090;0;0;0;0;0;0;-3.138;-4.068;0;0;0;-6.806;3.078;2.670;773;-5.085;-4.122;-87;0;6.345;-2.690;882;653;1.535;-414;0;1.120;0;0;201412;14,9;14,2;;
2447120;B-III;CCLA SICOOB EXTREMO SUL                                     ;I;2;;201412;TEIXEIRA DE FREITAS;BA;180.959;180.959;1.099;0;3.194;87.653;0;80.705;-5.010;0;1.136;212;0;11.970;107.771;45.496;0;0;41.131;1.077;87.703;0;0;0;0;0;10;12.823;0;7.235;73.187;63.955;6.221;8.082;0;247;0;0;0;0;-2.007;-300;0;0;0;-1.775;4.247;651;718;-2.282;-2.621;-55;0;6.050;-393;6.315;-22;6.293;-73;0;6.221;0;0;201412;75,5;2,8;;
22656789;B-III;CCLA MATAS DE MINAS LTDA                                    ;I;2;;201412;MURIAE;MG;179.853;179.853;2.724;0;0;72.711;0;92.771;-3.697;0;2.956;1.161;0;11.228;152.697;40.097;0;0;92.313;285;132.695;0;0;0;0;12.175;352;0;0;7.476;27.156;23.773;4.067;11.971;0;0;0;0;0;0;-5.110;-388;0;0;0;-1.275;5.198;1.654;1.631;-5.895;-4.676;-141;0;7.006;-452;4.325;21;4.346;-279;0;4.067;0;0;201412;22,6;11,2;;
2466552;B-III;CCLA DA REGIÃO DE FRANCISCO BELTRÃO                         ;I;2;;201412;FRANCISCO BELTRAO;PR;179.381;179.381;1.859;0;0;26.720;0;143.582;-2.407;0;467;234;0;8.925;155.735;18.664;0;0;79.296;1.861;99.821;0;0;0;0;0;2.937;48.352;0;4.625;23.646;21.924;3.214;13.184;0;0;0;0;0;0;-4.255;-676;0;0;0;-656;7.597;1.440;1.340;-4.450;-4.806;-77;0;2.874;-427;3.491;-44;3.447;-229;-3;3.214;0;0;201412;15,5;17,1;;
32474884;B-III;SICOOB SUL-LITORÂNEO                                        ;I;2;;201412;ALFREDO CHAVES;ES;179.193;179.193;1.373;0;5.238;26.448;0;141.088;-4.281;0;1.646;20;0;7.662;135.632;28.153;0;0;73.980;1.410;103.543;0;0;0;0;3;0;25.754;0;6.332;43.561;39.519;5.960;14.147;0;299;0;0;0;0;-4.351;-610;0;0;0;-1.829;7.656;892;1.412;-3.225;-2.927;-87;0;4.005;-1.258;6.468;-8;6.460;-143;-357;5.960;0;0;201412;31,1;3,8;;
97259253;B-III;CECM MÉD DO PLANALTO MÉDIO/RS                               ;I;2;;201412;PASSO FUNDO;RS;175.888;175.888;170;0;0;81.465;0;90.479;-682;0;1.344;3;0;3.108;158.779;24.436;0;0;131.684;0;156.120;0;0;0;0;0;0;0;0;2.659;17.109;17.061;3.178;6.933;0;0;0;0;0;0;-6.774;0;0;0;0;72;231;42;0;-707;-695;-3;0;4.502;-4;3.366;1;3.367;-1;-188;3.178;0;0;201412;18,4;1,6;;
53935029;B-III;CCLA ORLÂNDIA                                               ;I;2;;201412;ORLANDIA;SP;174.227;174.227;197;0;77.471;17.681;0;71.200;-1.552;0;41;54;0;9.135;92.220;6.362;0;0;41.230;8.500;56.092;0;0;0;0;29.285;0;0;0;6.843;82.007;77.728;6.236;7.530;0;3.834;0;0;0;0;-2.609;-849;0;0;0;-1.013;6.893;190;887;-2.692;-1.474;-18;0;2.980;-276;6.490;3;6.493;-5;-251;6.236;0;0;201412;68,4;0,7;;
87789178;B-III;CCLA REG PALMEIRA DAS MISSÕES                               ;I;2;;201412;PALMEIRA DAS MISSOES;RS;173.069;173.069;937;5.612;0;51.807;0;105.767;-5.210;201;3.769;496;0;9.889;135.414;12.463;0;0;51.948;1.479;65.890;0;0;0;0;60.393;242;2.821;0;6.068;37.655;34.032;2.029;9.348;0;244;0;0;27;0;-2.890;-1.267;0;0;0;-2.080;3.382;2.080;523;-3.307;-2.361;-58;0;3.934;-2.130;2.063;-29;2.034;-6;0;2.029;0;0;201412;21,3;7,4;;
4146333;B-III;CECMS PUB EX LEG JUD MP PE                                  ;I;2;;201412;RECIFE;PE;171.029;171.029;248;0;0;26.342;0;134.865;-2.579;0;3.669;8;0;8.476;135.214;6.346;0;0;84.346;625;91.317;0;0;0;0;0;32;37.618;0;6.246;35.816;35.797;3.700;14.773;0;0;0;0;0;0;-4.288;-2.271;0;0;0;60;8.274;119;144;-2.652;-2.405;-26;0;1.288;-767;3.975;-106;3.869;0;-167;3.700;0;0;201412;29,3;14,7;;
81011686;B-III;CCR DO NORTE CATARINENSE                                    ;I;2;;201412;MAFRA;SC;169.721;169.721;1.945;2.453;32.297;6.917;0;122.621;-4.235;210;1.105;286;0;6.332;141.255;19.457;0;0;76.342;3.676;99.475;0;0;0;0;0;2;37.087;0;4.691;28.466;26.717;5.002;10.632;0;2.513;0;0;0;0;-4.300;-804;0;0;0;-1.387;6.654;872;1.398;-2.705;-3.237;-63;0;2.661;-467;5.113;-30;5.083;-82;0;5.002;0;0;201412;22,8;12,2;;
2090126;B-III;CCLA VALE DO CHAPECOZINHO                                   ;I;2;;201412;PASSOS MAIA;SC;168.973;168.973;1.131;0;40.657;6.313;0;117.037;-3.263;0;701;1.487;0;4.910;136.639;12.820;0;0;73.915;128;86.862;0;0;0;0;1;0;47.202;0;2.574;32.334;30.608;5.102;10.280;0;1.948;0;0;0;0;-3.853;-858;0;0;0;-1.393;6.124;545;347;-1.740;-1.802;-30;0;1.950;-193;5.201;-24;5.177;-75;0;5.102;0;0;201412;26,2;5,2;;
25395435;B-III;CCLA DO LESTE DE MINAS                                      ;I;2;;201412;LAJINHA;MG;167.374;167.374;1.788;0;0;70.078;0;85.846;-2.804;0;1.848;30;0;10.590;139.911;26.291;0;0;77.238;2.760;106.289;0;0;0;0;24.450;29;0;0;9.143;27.464;24.976;3.776;7.971;0;0;0;0;0;0;-3.608;-442;0;0;0;-434;3.487;1.498;308;-3.200;-2.786;-135;0;5.334;-250;4.256;2;4.258;-285;-196;3.776;0;0;201412;24,3;20,6;;
2282709;B-III;CCLA CENTRO NORTE GOIANO                                    ;I;2;;201412;ANAPOLIS;GO;165.804;165.804;3.626;0;0;41.138;0;115.777;-8.645;0;8.995;140;0;4.774;132.957;32.668;0;0;83.803;0;116.470;0;0;0;0;652;269;0;0;15.566;32.847;31.681;1.338;16.054;0;0;0;0;0;0;-4.835;0;0;0;0;-3.637;7.582;393;256;-3.797;-4.768;-60;0;2.552;-733;1.425;-29;1.396;-58;0;1.338;0;0;201412;25,3;4,5;;
71297899;B-III;CCLA OESTE MINEIRO LTDA-SICOOB                              ;I;2;;201412;PATOS DE MINAS;MG;164.515;164.515;1.455;0;0;62.536;0;97.157;-3.518;0;1.475;238;0;5.173;119.103;29.530;0;0;62.691;542;92.763;0;0;0;0;9.591;30;1.005;0;15.713;45.412;43.271;4.686;9.743;0;0;0;0;0;0;-3.598;-60;0;0;0;-1.531;4.554;811;504;-2.975;-2.152;-81;0;4.025;-34;4.652;117;4.769;-85;0;4.686;0;0;201412;45,6;2,5;;
66402207;B-III;CCLA S. ROQUE DE MINAS                                      ;I;2;;201412;SAO ROQUE DE MINAS;MG;164.486;164.486;987;0;6.131;34.507;0;114.391;-3.360;0;1.521;954;0;9.356;134.865;23.734;0;0;60.942;0;84.676;0;0;0;0;43.662;3;2.960;0;3.564;29.621;27.830;3.719;9.447;0;396;0;0;0;0;-2.620;-1.149;0;0;0;-1.247;4.827;279;452;-3.102;-2.078;-75;0;3.758;-178;3.883;-146;3.737;-17;0;3.719;0;0;201412;22,6;22,4;;
25387671;B-III;CCLA PATOS DE MINAS                                         ;I;2;;201412;PATOS DE MINAS;MG;163.837;163.837;1.937;0;0;49.442;0;110.829;-8.594;0;2.104;272;0;7.846;136.388;38.339;0;0;61.290;0;99.628;0;0;0;0;22.696;22;0;0;14.041;27.450;25.107;161;8.697;0;0;0;0;0;0;-3.663;-555;0;0;0;-4.543;-64;1.010;790;-2.991;-2.681;-78;0;4.656;-203;439;0;439;-165;-112;161;0;0;201412;20,7;6,6;;
1389651;B-III;CCLA DO PLANALTO CATARINENSE                                ;I;2;;201412;PAPANDUVA;SC;162.180;162.180;1.128;0;49.868;1.604;0;107.445;-1.663;0;343;16;0;3.440;142.269;15.312;0;0;88.141;41;103.493;0;0;0;0;3;20;29.079;0;9.674;19.911;18.703;3.459;7.890;0;3.893;0;0;0;0;-5.889;-547;0;0;0;-662;4.685;721;433;-2.059;-1.626;-48;0;1.623;-186;3.543;17;3.560;-100;0;3.459;0;0;201412;16,5;6,2;;
16721078;B-III;CECMF SECRETARIA DA FAZENDA E ÓRGÃOS OFICIAIS MG            ;I;2;;201412;BELO HORIZONTE;MG;161.450;161.450;497;0;0;71.291;0;76.187;-884;0;4.194;397;0;9.768;101.561;2.520;0;0;84.461;0;86.981;0;0;0;0;0;0;0;0;14.580;59.889;55.394;6.324;9.534;0;0;0;0;0;0;-4.320;0;0;0;0;-278;4.936;19;13;-3.228;-1.263;-59;0;5.935;-146;6.207;184;6.391;-66;0;6.324;0;0;201412;65,9;3,6;;
78865995;B-III;CCLA VALE DO RIO DO PEIXE                                   ;I;2;;201412;JOACABA;SC;158.308;158.308;865;0;78.367;3.136;0;65.756;-2.291;0;541;8.477;0;3.458;138.335;18.906;0;0;93.912;16;112.834;0;0;0;0;0;4;23.243;0;2.253;19.974;18.414;3.469;5.961;0;4.193;0;0;0;0;-4.926;-387;0;0;0;-519;4.322;866;114;-1.697;-1.801;-114;0;2.233;-266;3.657;-29;3.628;-160;0;3.469;0;0;201412;17,1;3,8;;
22760839;B-III;CRC LA SUDOESTE MINEIRO E NORD                              ;I;2;;201412;SAO SEBASTIAO DO PAR;MG;158.223;158.223;776;0;730;34.749;0;107.522;-4.806;0;6.057;246;0;12.950;130.369;17.860;0;0;58.314;495;76.669;0;0;0;0;39.867;12;1.446;0;12.375;27.854;23.719;3.962;10.222;0;0;0;0;0;0;-3.701;-1.332;0;0;0;-372;4.817;552;800;-3.081;-2.560;-58;0;4.270;-361;4.379;54;4.433;-78;-394;3.962;0;0;201412;21,7;13,3;;
2641969;B-III;CCLA NOVA TRENTO                                            ;I;2;;201412;NOVA TRENTO;SC;155.791;155.791;4.822;0;75.743;5.124;0;63.784;-3.412;0;389;866;0;8.476;126.974;17.433;0;0;102.714;2.601;122.748;0;0;0;0;40;10;1.051;0;3.125;28.816;27.086;3.932;8.082;0;3.606;0;0;0;0;-4.740;-6;0;0;0;-1.166;5.776;707;957;-2.662;-2.440;-54;0;2.222;-386;4.120;-160;3.960;-28;0;3.932;0;0;201412;28,2;18,9;;
70937271;B-III;CC PROF SAÚDE TRIÂNGULO MG                                  ;I;2;;201412;UBERLANDIA;MG;155.611;155.611;767;0;0;52.164;0;92.944;-1.713;0;5.327;126;0;5.997;137.863;27.463;0;0;101.630;0;129.093;0;0;0;0;0;52;0;0;8.717;17.748;16.988;1.095;9.965;0;0;0;0;0;0;-5.513;0;0;0;0;-219;4.233;875;316;-3.603;-3.793;-57;0;3.316;-149;1.138;-32;1.106;-11;0;1.095;0;0;201412;16,4;16,2;;
2843443;B-III;CCLA NORTE E NORDESTE DE SC                                 ;I;2;;201412;JOINVILLE;SC;154.429;154.429;1.490;0;0;42.784;0;100.136;-5.466;0;6.496;19;0;8.970;129.283;31.901;0;0;85.503;961;118.365;0;0;0;0;557;259;1.747;0;8.356;25.146;23.312;2.168;13.184;0;0;0;0;0;0;-4.326;-102;0;0;0;-2.493;6.263;2.442;1.097;-4.507;-3.927;-141;0;3.111;-2.378;1.960;209;2.169;0;0;2.168;0;0;201412;19,4;20,7;;
3793242;B-III;CCLA SICREDI SUL SC                                         ;I;2;;201412;CRICIUMA;SC;152.046;152.046;3.008;0;0;50.336;0;91.872;-6.674;0;5.703;380;0;7.420;131.965;30.463;0;0;88.753;144;119.361;0;0;0;0;2.461;150;1.507;0;8.486;20.081;18.445;216;12.269;0;0;0;0;0;0;-4.593;-308;0;0;0;-3.431;3.937;2.425;882;-4.212;-3.855;-126;0;3.638;-2.521;168;63;231;-17;0;216;0;0;201412;18,1;18,9;;
78862083;B-III;CCLA CAMPOS NOVOS                                           ;I;2;;201412;CAMPOS NOVOS;SC;151.723;151.723;2.166;0;61.693;8.218;0;77.134;-1.620;0;189;31;0;3.912;132.665;14.958;0;0;70.171;2.172;87.301;0;0;0;0;1;28;43.752;0;1.583;19.059;17.201;2.253;5.435;0;3.047;0;0;0;0;-3.451;-1.048;0;0;0;-615;3.368;546;350;-1.902;-1.934;-31;0;2.070;-150;2.317;42;2.359;-106;0;2.253;0;0;201412;18,3;5,3;;
1644264;B-III;CCLA MÉDIO PIRAC E CIRC OURO                                ;I;2;;201412;JOAO MONLEVADE;MG;151.474;151.474;1.702;0;212;53.884;0;88.639;-3.278;0;1.507;492;0;8.314;121.335;23.248;0;0;87.939;0;111.187;0;0;0;0;0;5;5.489;0;4.653;30.139;28.555;3.396;10.799;0;11;0;0;0;0;-4.488;-130;0;0;0;-1.547;4.645;711;1.311;-2.622;-3.375;-44;0;3.279;-330;3.575;2;3.577;-67;-114;3.396;0;0;201412;29,6;19,1;;
