was;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: Setembro/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até:27/11/2014
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ; ;
32983165;B-III;CCLA VALE DO CERRADO;I;2;;201409;CAMPO VERDE;MT;397.770;397.770;2.284;0;0;56.676;0;332.490;-25.559;11;8.654;2.041;0;21.185;318.432;38.818;0;0;68.262;1.167;108.247;0;0;0;0;126.387;366;72.356;0;11.076;79.338;69.975;1.899;18.391;0;0;0;0;0;0;-1.622;-8.578;0;0;0;-8.490;-299;1.886;524;-2.488;-1.837;-56;0;6.480;-2.018;2.192;37;2.229;-330;0;1.899;0;0;201409;15,5;6,9;;
88471024;B-III;CCLA CENTRO LESTE RS;I;2;;201409;CACHOEIRA DO SUL;RS;394.132;394.132;3.759;0;0;154.965;0;218.413;-10.321;136;9.611;1.990;0;15.715;347.888;42.920;0;2.370;180.396;1.627;227.313;0;0;0;0;98.293;257;3.623;0;18.401;46.244;41.213;1.254;11.964;0;0;0;0;0;0;-4.084;-1.492;0;0;0;-2.587;3.801;2.021;647;-3.974;-2.902;-86;0;4.275;-2.450;1.332;84;1.416;-165;0;1.254;0;0;201409;16,9;11,7;;
95424891;B-III;CCLA DO VALE DO RIO PARDO;I;2;;201409;SANTA CRUZ DO SUL;RS;392.236;392.236;2.629;0;12.400;164.593;0;200.779;-11.163;4;7.261;45;0;15.691;333.431;49.864;0;0;211.064;17.669;278.596;0;0;0;0;39.006;416;4.646;0;10.767;58.805;53.878;3.115;10.845;0;423;0;0;0;0;-5.252;-421;0;0;0;-1.562;4.033;2.228;756;-3.997;-2.835;-50;0;5.306;-2.033;3.408;-46;3.362;-249;0;3.115;0;0;201409;18,6;8,9;;
184068;B-III;CCECM PROF.SAUDE NIVEL SUP.MG;I;2;;201409;BELO HORIZONTE;MG;389.495;389.495;5;186.622;194.600;3.898;0;0;0;0;3.018;73;0;1.279;374.846;0;0;0;0;0;0;0;0;0;0;362.847;0;0;0;11.999;14.649;14.530;20;0;0;9.764;0;0;0;0;0;0;0;0;0;258;10.022;28;0;-1.071;-571;-5;0;1.647;-10.022;28;0;28;-9;0;20;0;0;201409;14,3;7,3;;
3502131;B-III;CCC DO NORTE DO BRASIL;I;2;;201409;PORTO VELHO;RO;387.837;387.837;51;342.233;17.737;0;0;13.940;-148;0;1.323;88;0;12.613;365.247;0;0;0;0;0;0;0;0;0;0;361.288;0;0;0;3.959;22.589;16.045;545;320;0;8.780;0;0;0;0;0;-21;0;0;0;-62;9.017;3;1;-1.211;-485;-10;505;2.281;-9.545;556;-10;546;0;0;545;0;0;201409;20,6;37,8;;
81014060;B-III;CCLAA ITAIPU SICOOB CREDITAIPU;I;2;;201409;PINHALZINHO;SC;385.584;385.584;1.745;0;113.403;7.977;0;250.147;-3.906;0;1.586;744;0;13.887;305.889;27.348;0;0;191.612;1.492;220.452;0;0;0;0;0;0;78.033;0;7.404;79.694;74.103;8.311;9.563;0;3.082;0;0;0;0;-5.094;-559;0;0;0;-487;6.505;552;312;-1.560;-1.079;-40;0;3.782;-41;8.431;-13;8.418;-107;0;8.311;0;0;201409;20,9;6,4;;
72128440;B-III;CECM DOS MÉDICOS DO RIO DE JANEIRO - SICREDI RIO;I;2;;201409;RIO DE JANEIRO;RJ;376.009;376.009;1.168;0;0;54.777;0;293.976;-5.166;0;7.628;609;0;23.016;313.462;57.533;0;6.323;236.617;13;300.486;0;0;0;0;2.577;486;582;0;9.332;62.546;62.546;1.741;16.890;0;0;0;0;0;0;-6.689;-20;0;0;0;-1.436;8.745;618;303;-4.376;-3.891;-107;0;1.310;-784;1.818;-7;1.811;-71;0;1.741;0;0;201409;20;35,9;;
73750424;B-III;CECM UNICRED INTEGRAÇÃO;I;2;;201409;CAXIAS DO SUL;RS;371.946;371.946;1.146;0;50;152.974;0;205.910;-4.421;0;6.429;1.044;0;8.813;319.204;38.388;0;0;253.786;19.028;311.203;0;0;0;0;0;0;888;0;7.113;52.742;52.742;3.025;11.015;0;0;0;0;0;0;-6.889;-20;0;0;0;-531;3.575;407;319;-2.739;-2.228;-11;0;4.163;-56;3.430;-52;3.378;-20;-332;3.025;0;0;201409;20,5;7,4;;
78858107;B-III;CCLA AURIVERDE;I;2;;201409;CUNHA PORA;SC;370.236;370.236;2.059;0;167.927;11.977;0;175.999;-2.733;0;692;82;0;14.233;296.496;26.421;0;0;203.096;10.107;239.624;0;0;0;0;0;0;53.515;0;3.357;73.740;68.587;7.175;6.721;0;4.524;0;0;0;0;-5.259;-369;0;0;0;-217;5.400;646;148;-1.423;-1.436;-61;0;4.211;-232;7.253;56;7.309;-136;0;7.175;0;0;201409;22,2;8,4;;
81367880;B-III;CCLA SUL CATARINENSE;I;2;;201409;TURVO;SC;365.142;365.142;5.738;5.634;174.098;7.159;0;156.196;-1.983;0;1.281;3.139;0;13.879;295.839;45.699;0;0;172.277;0;217.976;0;0;0;0;0;56;65.921;0;11.887;69.303;64.082;3.878;6.828;0;4.878;0;0;0;0;-3.900;-933;0;0;0;-419;6.454;609;1.336;-2.158;-2.201;-32;0;359;-425;3.942;-38;3.904;-25;0;3.878;0;0;201409;22,7;7,6;;
87780284;B-III;CCLA VALE DO JAGUARI;I;2;;201409;SANTIAGO;RS;361.663;361.663;1.866;0;0;126.883;0;224.243;-17.668;789;5.532;99;0;20.708;270.320;38.092;0;0;112.413;3.205;153.710;0;0;0;0;100.450;181;6.963;0;9.017;91.343;83.987;3.895;9.919;0;0;0;0;0;0;-2.785;-1.207;0;0;0;-1.647;4.280;1.572;420;-2.734;-1.851;-47;0;3.834;-1.302;4.172;17;4.189;-294;0;3.895;0;0;201409;29,3;4,7;;
54401286;B-III;CCR FOR CANA EMP PIRACICABA;I;2;;201409;PIRACICABA;SP;355.210;355.210;2.542;0;225.960;8.088;0;126.868;-18.278;0;396;6;0;9.629;283.590;27.417;0;0;155.231;14.069;196.716;0;0;0;0;0;42;80.151;0;6.681;71.620;67.595;42;4.378;0;6.152;0;0;0;0;-4.260;-1.057;0;0;0;-5.963;-750;127;236;-1.816;-937;-12;0;3.324;-93;79;-25;54;-12;0;42;0;0;201409;35,2;0,4;;
82065285;B-III;CCLA PARQUE DAS ARAUCÁRIAS;I;2;;201409;MARIOPOLIS;PR;346.556;346.556;4.686;0;0;116.733;0;210.709;-10.280;0;8.297;1.341;0;15.069;290.017;39.747;0;0;169.479;3.116;212.341;0;0;0;0;62.260;367;4.586;0;10.463;56.539;52.117;2.803;13.371;0;0;0;0;3;0;-3.960;-738;0;0;0;-1.817;6.859;2.156;917;-4.057;-3.274;-52;0;3.123;-2.738;2.934;1;2.935;-131;0;2.803;0;0;201409;19,7;9,6;;
79457883;B-III;CCLA AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR;I;2;;201409;MANDAGUARI;PR;346.045;346.045;5.575;442;0;131.889;0;186.001;-12.366;162;10.132;1.715;0;22.656;292.976;52.175;0;0;154.599;3.542;210.316;0;0;0;0;60.473;598;1.812;0;19.777;53.069;48.624;2.591;13.481;0;10;0;0;0;0;-3.723;-811;0;0;0;-3.039;5.918;2.762;1.259;-3.863;-3.863;-100;0;3.957;-3.279;2.791;6;2.797;-205;0;2.591;0;0;201409;20,4;24,5;;
87781530;B-III;CCLA PLANALTO MÉDIO RS;I;2;;201409;PASSO FUNDO;RS;343.739;343.739;2.456;0;0;116.059;0;217.014;-15.452;701;8.166;92;0;15.404;294.261;47.131;0;0;149.505;6.530;203.166;0;0;0;0;73.212;201;3.277;0;14.404;49.478;44.916;1.384;11.461;0;0;0;0;0;0;-4.024;-1.022;0;0;0;-3.109;3.306;1.962;639;-3.472;-2.735;-48;0;3.803;-1.947;1.508;16;1.524;-141;0;1.384;0;0;201409;15,3;11,7;;
79052122;B-III;CCLA ALIANÇA DAS REGIOES COSTA OESTE PARANAENSE E NORTE PAU;I;2;;201409;MARECHAL CANDIDO RON;PR;333.699;333.699;3.904;295;0;116.690;0;184.147;-7.648;0;8.750;221;0;27.340;254.598;48.696;0;0;126.636;2.672;178.004;0;0;0;0;58.061;228;6.464;0;11.841;79.101;72.679;4.269;10.702;0;6;0;0;3;0;-2.712;-793;0;0;0;-1.163;6.043;2.345;617;-3.735;-3.089;-67;0;3.976;-1.566;4.524;6;4.530;-262;0;4.269;0;0;201409;22,9;17,7;;
88099247;B-III;CCLA CELEIRO;I;2;;201409;CAMPO NOVO;RS;331.147;331.147;2.665;0;0;81.350;0;235.623;-11.216;13;5.894;868;0;15.962;270.392;23.774;0;0;156.067;3.270;183.111;0;0;0;0;74.503;211;4.203;0;8.364;60.755;55.909;2.066;12.256;0;11;0;0;0;0;-3.732;-724;0;0;0;-2.273;5.538;1.489;428;-3.258;-2.590;-44;0;2.338;-1.714;2.187;30;2.217;-150;0;2.066;0;0;201409;19,1;8,8;;
1039011;B-III;CC MÉD EMP DO OESTE E SERRA;I;2;;201409;CHAPECO;SC;327.121;327.121;3.571;0;0;92.368;0;223.609;-6.896;0;2.257;226;0;11.987;281.590;30.974;0;0;237.488;5.514;273.976;0;0;0;0;1.729;0;0;0;5.885;45.531;45.531;1.804;11.603;0;0;0;0;0;0;-6.103;0;0;0;0;-1.716;3.784;951;345;-2.533;-2.875;-28;0;2.360;-123;1.881;-15;1.866;-61;0;1.804;0;0;201409;19,3;12,5;;
3960819;B-III;CCLA VALES DO ITAJAÍ E ITAPOCÚ;I;2;;201409;GUARATUBA;PR;325.311;325.311;7.480;0;290;72.191;0;231.201;-30.569;0;5.689;20.168;0;18.861;295.516;47.546;0;0;218.995;746;267.287;0;0;0;0;42;164;20.105;0;7.919;29.794;28.097;3.077;15.788;0;26;0;0;0;0;-6.133;-276;0;0;0;-2.385;7.020;1.235;1.217;-5.938;-5.572;-108;0;5.581;-268;3.167;147;3.314;-236;0;3.077;0;0;201409;11,8;44,3;;
81192106;B-III;CCLA NOSSA TERRA;I;2;;201409;CAFELANDIA;PR;321.578;321.578;3.248;0;0;144.570;0;154.199;-6.134;0;6.355;338;0;19.001;261.978;30.384;0;0;145.135;1.495;177.013;0;0;0;0;63.822;400;5.281;0;15.461;59.601;53.921;3.782;7.559;0;0;0;0;6;0;-3.528;-1.173;0;0;0;-1.049;1.815;1.654;361;-2.182;-2.153;-48;0;4.483;-1.471;2.459;1.561;4.020;-237;0;3.782;0;0;201409;20,5;12;;
33370115;B-III;FURNAS;I;2;;201409;RIO DE JANEIRO;RJ;320.211;320.211;383;0;0;227.792;0;84.354;-1.420;0;684;65;0;8.352;267.407;7.299;0;0;208.653;44.520;260.472;0;0;0;0;0;0;0;0;6.935;52.804;50.393;5.008;5.432;0;0;0;0;0;0;-6.755;0;0;0;0;-265;-1.588;200;24;-2.636;-1.025;-25;0;10.646;-515;5.081;-38;5.043;-34;0;5.008;0;0;201409;35,8;4,7;;
73443863;B-III;CC MÉD CONTAB EMP BLUMENAU;I;2;;201409;BLUMENAU;SC;317.857;317.857;1.228;0;0;126.622;0;183.392;-7.270;0;905;2.807;0;10.173;278.788;28.603;0;0;221.624;21.438;271.665;0;0;0;0;2.105;0;0;0;5.018;39.069;39.068;1.539;9.324;0;0;0;0;0;0;-6.293;0;0;0;0;-472;2.559;702;320;-2.208;-2.967;-34;0;3.347;-126;1.593;-10;1.583;-43;0;1.539;0;0;201409;18,7;10,3;;
75847;B-III;CC MED EMP SUL CATARINENSE;I;2;;201409;CRICIUMA;SC;317.107;317.107;2.731;0;0;88.928;0;215.602;-3.494;0;1.907;1.645;0;9.788;261.497;33.570;0;0;216.828;2.510;252.908;0;0;0;0;2.172;0;0;0;6.416;55.611;55.611;3.188;11.019;0;0;0;0;0;0;-5.452;0;0;0;0;-549;5.018;853;363;-2.267;-2.676;-30;0;2.134;-147;3.248;-17;3.231;-42;0;3.188;0;0;201409;24,1;4,1;;
62673470;B-III;CECM POL MIL SERV SSPSP;I;2;;201409;SAO PAULO;SP;314.099;314.099;734;19.389;89.975;733;0;216.414;-26.112;19.389;1.952;27;0;10.987;116.728;456;0;0;104.160;0;104.617;0;0;0;0;0;0;0;0;12.111;197.371;194.931;3.213;16.354;0;3.059;0;0;0;0;-2.475;0;0;0;0;-5.310;11.628;53;1;-6.257;-3.582;-56;0;1.550;-147;3.190;30;3.220;-8;0;3.213;0;0;201409;63;3,8;;
41180092;B-III;CECM PROF S SERVPÚB FED EMP AL;I;2;;201409;MACEIO;AL;298.137;298.137;1.200;0;199;114.748;0;165.787;-4.420;0;6.249;8;0;14.366;193.318;34.246;0;0;144.270;6.679;185.195;0;0;0;0;2.584;227;0;0;5.313;104.818;104.664;4.788;8.212;0;0;0;0;0;0;-3.681;0;0;0;0;-136;4.395;223;299;-1.932;-1.028;-24;0;3.473;-498;4.908;0;4.908;0;-120;4.788;0;0;201409;52,6;0,8;;
259231;B-III;CECM PROF SAÚDE BAIXADA SANTIS;I;2;;201409;SANTOS;SP;295.053;295.053;944;0;1.689;97.344;0;179.290;-7.129;0;14.903;1.106;0;6.905;238.750;36.151;0;0;182.192;8.282;226.626;0;0;0;0;114;0;112;0;11.898;56.302;56.302;2.297;11.687;0;61;0;0;0;0;-4.945;0;0;0;0;-2.438;4.365;571;94;-2.575;-2.716;-19;0;2.823;-161;2.382;-6;2.376;-3;-75;2.297;0;0;201409;25,7;2,9;;
79063574;B-III;CCLA DO NORTE DO PARANÁ E SUL DE SÃO PAULO;I;2;;201409;SANTO ANTONIO DA PLA;PR;295.019;295.019;4.514;227;0;97.828;0;178.232;-8.403;0;7.915;961;0;13.744;254.615;46.959;0;0;121.233;3.556;171.748;0;0;0;0;60.334;391;6.543;0;15.599;40.404;37.283;1.748;12.053;0;5;0;0;0;0;-2.879;-1.057;0;0;0;-1.929;6.193;1.987;798;-4.102;-2.924;-137;0;2.896;-2.760;1.951;2;1.953;-205;0;1.748;0;0;201409;19,3;16,1;;
79086997;B-III;CCLA PARANAPANEMA PR/SP;I;2;;201409;CAMBARA;PR;293.040;293.040;3.482;4;0;89.618;0;174.374;-10.469;65;9.481;3.889;0;22.661;248.342;33.779;0;0;112.374;3.126;149.278;0;0;0;0;77.615;318;9.595;0;11.536;44.698;37.945;421;11.185;0;0;0;0;34;0;-2.511;-1.093;0;0;0;-1.880;5.735;2.196;696;-3.715;-3.319;-162;0;2.259;-3.017;673;-38;635;-214;0;421;0;0;201409;15,5;26;;
87900411;B-III;CCLA DE ESPUMOSO;I;2;;201409;ESPUMOSO;RS;282.102;282.102;1.074;0;0;104.539;0;166.053;-9.849;246;4.444;46;0;15.795;218.431;25.852;0;0;99.081;2.079;127.012;0;0;0;0;77.885;128;4.733;0;8.672;63.670;57.845;2.134;7.110;0;0;0;0;1;0;-2.486;-887;0;0;0;-2.632;1.106;1.300;300;-2.045;-867;-32;0;3.300;-780;2.282;23;2.305;-171;0;2.134;0;0;201409;21,3;5,8;;
87510475;B-III;CCLA ROTA DAS TERRAS;I;2;;201409;TAPERA;RS;281.889;281.889;1.261;4.655;0;84.836;0;178.883;-8.769;387;5.368;163;0;15.492;221.594;24.107;0;0;93.247;4.371;121.725;0;0;0;0;88.049;199;4.701;0;6.921;60.295;55.004;2.949;7.109;0;100;0;0;0;0;-2.473;-1.018;0;0;0;-1.082;2.636;1.239;228;-1.656;-990;-28;0;2.908;-1.219;3.118;5;3.123;-174;0;2.949;0;0;201409;20,1;7,2;;
85291086;B-III;CCLA LITORANEA;I;2;;201409;JACINTO MACHADO;SC;280.925;280.925;6.240;0;110.454;9.994;0;143.459;-2.396;0;395;129;0;12.649;228.242;33.562;0;0;161.943;2.828;198.333;0;0;0;0;3;42;26.477;0;3.386;52.683;49.166;4.684;6.392;0;2.852;0;0;0;0;-3.996;-213;0;0;0;-621;4.414;578;385;-2.167;-2.024;-35;24;3.695;-115;4.755;-10;4.745;-61;0;4.684;0;0;201409;25,2;13,7;;
3566655;B-III;CCLA CELEIRO CENTRO OESTE - SICREDI;I;2;;201409;SAO GABRIEL DO OESTE;MS;279.540;279.540;4.423;0;0;86.912;0;175.709;-9.720;0;7.594;546;0;14.075;228.857;41.819;0;92;83.027;324;125.261;0;0;0;0;76.459;318;15.913;0;10.905;50.683;44.878;1.996;9.805;0;0;0;0;0;0;-2.204;-2.147;0;0;0;-2.630;2.824;2.029;858;-3.076;-2.364;-53;0;3.659;-1.641;2.236;8;2.244;-249;0;1.996;0;0;201409;16,8;10,8;;
87779625;B-III;CCLA ALTO JACUÍ;I;2;;201409;NAO-ME-TOQUE;RS;278.898;278.898;1.306;3.621;0;108.242;0;153.334;-5.754;229;5.160;274;0;12.715;226.442;30.162;0;0;107.128;3.538;140.828;0;0;0;0;73.645;190;3.869;0;7.910;52.455;48.241;1.849;7.040;0;78;0;0;4;0;-2.403;-732;0;0;0;-2.327;1.660;1.631;628;-2.381;-1.461;-42;0;3.164;-1.158;2.041;0;2.041;-193;0;1.849;0;0;201409;19,1;6,5;;
3055269;B-III;CC MEDICOS PROF SAUDE PEMM AME;I;2;;201409;AMERICANA;SP;268.484;268.484;2.925;0;5.027;46.970;0;200.107;-2.222;0;2.452;7.501;0;5.724;235.762;36.291;0;0;184.061;2.764;223.116;0;0;0;0;117;0;7.864;0;4.666;32.722;32.719;1.026;9.937;0;94;0;0;0;0;-5.112;-131;0;0;0;-10;4.778;472;63;-2.582;-2.706;-13;0;1.460;-292;1.180;2;1.182;-4;-153;1.026;0;0;201409;14,7;8,6;;
81016131;B-III;CCLA DO VALE DO VINHO;I;2;;201409;VIDEIRA;SC;265.540;265.540;1.766;0;84.088;21.806;0;148.703;-6.088;0;703;2.129;0;12.433;214.881;18.826;0;0;152.382;4.941;176.149;0;0;0;0;31;0;35.469;0;3.231;50.659;47.825;4.928;7.151;0;2.351;0;0;0;0;-4.143;-383;0;0;0;-1.068;3.908;912;327;-1.767;-1.263;-63;0;3.095;-138;5.011;57;5.068;-140;0;4.928;0;0;201409;24,4;16,1;;
88530142;B-III;CCLA DE BAGÉ;I;2;;201409;BAGE;RS;264.790;264.790;2.211;0;0;78.498;0;174.713;-9.026;0;5.175;770;0;12.449;220.989;40.795;0;0;85.270;3.929;129.994;0;0;0;0;79.880;237;3.498;0;7.380;43.802;40.130;1.425;8.161;0;0;0;0;0;0;-2.203;-915;0;0;0;-1.749;3.294;1.393;479;-2.782;-2.105;-86;0;2.768;-1.402;1.559;16;1.575;-151;0;1.425;0;0;201409;18,6;10,7;;
33022690;B-III;CCLA DO NOROESTE DE MT;I;2;;201409;ARAPUTANGA;MT;260.905;260.905;6.233;0;0;68.138;0;167.534;-5.448;0;7.672;831;0;15.945;212.133;51.314;0;0;68.618;577;120.509;0;0;0;0;53.011;1.029;27.258;0;10.324;48.772;45.261;3.903;11.230;0;0;0;0;0;0;-1.497;-1.725;0;0;0;-1.156;6.852;2.106;901;-3.465;-2.685;-72;0;2.171;-1.920;3.888;232;4.120;-218;0;3.903;0;0;201409;19,4;18,8;;
95213211;B-III;CCLA ENCOSTA SUPERIOR DO NE RS;I;2;;201409;ROLANTE;RS;256.549;256.549;6.599;0;0;61.949;0;177.040;-7.401;0;6.355;43;0;11.964;226.551;27.720;0;0;155.744;6.703;190.167;0;0;0;0;25.949;243;2.035;0;8.157;29.998;27.440;1.212;10.737;0;0;0;0;0;0;-4.075;-378;0;0;0;-1.596;4.688;1.517;823;-2.978;-2.832;-79;0;1.911;-1.778;1.272;6;1.278;-67;0;1.212;0;0;201409;13;23;;
78907607;B-III;CCLA DO CENTRO SUL DO PARANÁ;I;2;;201409;PRUDENTOPOLIS;PR;251.951;251.951;4.768;920;0;74.839;0;159.410;-7.832;0;6.793;962;0;12.091;209.797;36.181;0;0;97.580;569;134.330;0;0;0;0;62.818;561;3.288;0;8.800;42.154;39.000;1.728;9.661;0;19;0;0;2;0;-2.226;-766;0;0;0;-2.197;4.493;2.015;642;-2.884;-3.157;-61;0;2.715;-1.809;1.954;10;1.964;-234;0;1.728;0;0;201409;17,4;12,6;;
24654881;B-III;CCLA UNIÃO MATO GROSSO DO SUL;I;2;;201409;CAMPO GRANDE;MS;250.839;250.839;5.644;4.745;0;93.870;0;132.356;-8.585;0;7.921;155;0;14.733;188.273;30.134;0;0;133.419;243;163.796;0;0;0;0;12.723;456;0;0;11.298;62.566;57.627;2.965;10.573;0;100;0;0;0;0;-3.348;-142;0;0;0;-2.119;5.064;1.857;868;-3.275;-2.547;-84;0;2.801;-1.571;3.113;14;3.127;-161;0;2.965;0;0;201409;32,5;9,1;;
76059997;B-III;SICREDI OESTE PR;I;2;;201409;TOLEDO;PR;248.636;248.636;3.142;0;0;66.993;0;162.755;-11.137;53;9.134;2.694;0;15.055;197.378;34.920;0;0;90.151;2.203;127.275;0;0;0;0;46.934;348;4.297;0;18.524;51.259;45.987;1.468;8.895;0;0;0;0;4;0;-2.094;-901;0;0;0;-2.430;3.474;1.951;503;-2.412;-2.131;-62;0;2.283;-2.088;1.518;209;1.727;-259;0;1.468;0;0;201409;18,9;8,3;;
73647935;B-III;CECM PROF SAÚDE C. GRANDE MS U;I;2;;201409;CAMPO GRANDE;MS;247.824;247.824;486;0;0;160.140;0;78.820;-1.449;0;214;136;0;9.475;189.984;26.335;0;0;147.290;7.901;181.527;0;0;0;0;1.599;0;0;0;6.858;57.840;57.584;2.024;4.376;0;0;0;0;0;0;-4.025;0;0;0;0;-49;302;37;147;-1.543;-1.074;-23;0;4.178;0;2.024;1;2.025;-1;0;2.024;0;0;201409;48,8;7,7;;
34148882;B-III;CC SICOOB CENTRAL BA;I;2;;201409;SALVADOR;BA;247.646;247.646;12;205.487;9.197;0;0;8.898;-98;0;136;38;0;23.976;212.743;0;0;0;9.958;77;10.035;0;0;0;0;198.954;0;664;0;3.089;34.903;16.464;442;314;0;5.539;0;0;0;0;-264;0;0;0;0;50;5.639;1;0;-1.154;-501;-18;326;1.331;-5.182;442;0;442;0;0;442;0;0;201409;34,3;33,7;;
41697103;B-III;C.C.LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA;I;2;;201409;MANHUACU;MG;245.717;245.717;3.924;0;0;89.226;0;141.128;-5.966;0;3.659;960;0;12.786;199.660;51.462;0;0;77.614;0;129.076;0;0;0;0;56.966;33;4.117;0;9.468;46.057;42.744;4.558;6.908;0;0;0;0;0;0;-2.000;-772;0;0;0;-93;4.043;634;1.022;-2.651;-2.447;-55;0;4.235;-149;4.632;61;4.693;-134;0;4.558;0;0;201409;27,4;11;;
81054686;B-III;CCLA INTEGRAÇÃO PR/SC;I;2;;201409;LAPA;PR;241.985;241.985;3.228;0;0;103.930;0;126.593;-9.421;0;6.407;257;0;10.990;215.575;35.186;0;0;124.172;2.760;162.117;0;0;0;0;39.657;295;1.974;0;11.532;26.410;24.143;-254;8.461;0;0;0;0;0;0;-2.937;-595;0;0;0;-3.412;1.517;1.403;703;-2.869;-2.647;-52;0;3.323;-1.425;-47;8;-39;-216;0;-254;0;0;201409;16,3;21,5;;
3358914;B-III;SICOOB CREDIROCHAS;I;2;;201409;CACHOEIRO DE ITAPEMI;ES;241.687;241.687;2.220;0;1.814;43.586;0;189.213;-6.812;0;1.622;901;0;9.143;194.447;32.742;0;0;142.510;4.416;179.668;0;0;0;0;0;0;7.709;0;7.069;47.240;42.887;5.413;10.348;0;44;0;0;0;0;-3.852;-113;0;0;0;-350;6.077;567;658;-2.076;-2.275;-34;0;2.803;-258;5.462;-7;5.455;-42;0;5.413;0;0;201409;22,3;6,3;;
46642294;B-III;CCM EMPR EMBRAER;I;2;;201409;SAO JOSE DOS CAMPOS;SP;237.326;237.326;83;0;52.624;0;0;185.553;-6.247;0;223;7;0;5.083;28.127;0;0;0;13.307;0;13.307;0;0;0;0;0;0;0;0;14.821;209.198;209.181;6.938;7.415;0;1.198;0;0;0;0;-330;0;0;0;0;-607;7.676;52;0;-305;-381;-39;0;4;-68;6.939;0;6.939;0;0;6.938;0;0;201409;113,7;0,7;;
87784088;B-III;CCLA GRANDE GETÚLIO VARGAS RS;I;2;;201409;ESTACAO;RS;236.990;236.990;1.038;3.050;0;63.531;0;159.954;-8.721;105;4.001;39;0;14.098;187.432;16.532;0;0;85.130;3.024;104.687;0;0;0;0;71.509;132;3.590;0;7.515;49.558;44.369;1.534;7.337;0;64;0;0;0;0;-2.015;-708;0;0;0;-1.950;2.728;1.067;276;-2.320;-1.342;-21;0;2.247;-947;1.688;-1;1.687;-154;0;1.534;0;0;201409;17,6;8,7;;
26563270;B-III;CCR DE PRIMAVERA DO LESTE;I;2;;201409;PRIMAVERA DO LESTE;MT;236.738;236.738;3.877;0;63.059;0;0;171.838;-10.095;0;349;226;0;7.485;174.649;37.037;0;0;125.094;0;162.131;0;0;0;0;0;0;6.209;0;6.310;62.089;62.089;3.938;9.481;0;1.134;0;0;0;0;-3.302;-121;0;0;0;-835;6.357;113;73;-1.840;-889;-12;0;137;0;3.939;-2;3.937;0;0;3.938;0;0;201409;28,5;12,1;;
692214;B-III;CCEC PLANALTO CENTRAL LTDA;I;2;;201409;BRASILIA;DF;235.201;235.201;3;132.038;5.937;0;0;29.254;-832;0;1.419;40;0;67.340;159.087;0;0;0;0;0;0;0;0;0;0;156.139;0;0;0;2.948;76.113;15.134;1.163;1.654;0;3.931;0;0;0;0;0;0;0;0;0;-167;5.418;2;0;-1.328;-666;-7;1.330;2.023;-5.609;1.163;0;1.163;0;0;1.163;0;0;201409;27,1;42,3;;
