50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: setembro/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até: 27/11/2013
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ;;
5888589;B-III;CC EMP GRANDE CTBA E C. GERAIS;I;2;;201309;CURITIBA;PR;157.583;157.583;2.075;0;0;34.129;0;113.993;-1.693;0;2.242;1.064;0;5.773;138.814;26.936;0;0;86.385;10.196;123.517;0;0;0;0;0;4;10.229;0;5.063;18.769;17.093;1.340;6.049;0;0;0;0;0;0;-1.852;-144;0;0;0;60;4.113;567;322;-2.149;-2.071;-20;0;853;-252;1.363;5;1.368;-27;0;1.340;0;0;201309;14,5;15;;
66463407;B-III;CCLA DE ITAÚNA E REGIÃO LTDA;I;2;;201309;ITAUNA;MG;155.720;155.720;2.169;0;0;60.899;0;89.486;-4.073;0;2.173;51;0;5.015;119.575;18.132;0;0;88.020;2.742;108.894;0;0;0;0;3;0;6.811;0;3.868;36.144;36.144;2.079;5.452;0;0;0;0;0;0;-1.908;-99;0;0;0;-335;3.110;253;433;-953;-729;-12;0;1.228;-1.247;2.083;2;2.085;-7;0;2.079;0;0;201309;36,4;6;;
968602;B-III;CC VALE SAO PATRICIO;I;2;;201309;GOIANESIA;GO;154.157;154.157;508;0;0;45.224;0;93.381;-1.774;0;423;10.500;0;5.894;55.075;5.872;0;0;27.453;0;33.325;0;0;0;0;19.495;0;0;0;2.256;99.082;99.082;2.627;2.963;0;2;0;0;0;0;-597;-259;0;0;0;-66;2.043;9;24;-493;-127;-1;0;1.249;-76;2.628;0;2.628;-1;0;2.627;0;0;201309;76,4;0,6;;
67096909;B-III;CCR COCAPEC;I;2;;201309;FRANCA;SP;154.106;154.106;292;0;52.696;8.588;0;88.094;-903;0;468;0;0;4.872;121.551;20.713;0;0;47.881;0;68.594;0;0;0;0;0;0;51.786;0;1.171;32.554;32.554;1.446;2.520;0;0;0;0;0;0;-929;-557;0;0;0;-32;1.002;16;24;-910;-471;-4;0;1.873;-80;1.450;-3;1.447;0;0;1.446;0;0;201309;23;1,4;;
2282709;B-III;CCLA CENTRO NORTE GOIANO;I;2;;201309;ANAPOLIS;GO;150.836;150.836;1.034;0;0;43.638;0;106.015;-5.488;0;1.515;287;0;3.834;121.689;28.392;0;0;83.477;0;111.868;0;0;0;0;5.763;431;0;0;3.627;29.147;29.147;376;6.735;0;0;0;0;0;0;-1.692;0;0;0;0;-2.248;2.795;256;166;-1.604;-1.903;-26;0;1.217;-519;382;0;382;-6;0;376;0;0;201309;22,3;5,3;;
4247370;B-III;CCPEMM DE CONCÓRDIA E REGIÃO;I;2;;201309;CONCORDIA;SC;148.855;148.855;1.788;0;51.508;3.013;0;84.177;-924;0;133;11;0;9.149;112.966;23.403;0;0;83.553;1.153;108.109;0;0;0;0;0;0;1.580;0;3.277;35.889;35.786;2.757;4.094;0;1.103;0;0;0;0;-1.620;-4;0;0;0;27;3.600;259;143;-674;-492;-13;0;27;-96;2.754;3;2.757;0;0;2.757;0;0;201309;31,2;13,9;;
7206072;B-III;CCLA DO ALTO PARANAPANEMA;I;2;;201309;ARAPOTI;PR;148.335;148.335;1.616;0;0;82.375;0;59.302;-1.927;0;1.695;21;0;5.253;132.971;14.075;0;0;77.264;44;91.383;0;0;0;0;37.712;76;1.445;0;2.355;15.364;15.364;1.002;2.193;0;0;0;0;0;0;-1.726;-344;0;0;0;-608;-485;682;140;-829;-839;-12;0;2.384;-792;249;800;1.049;-47;0;1.002;0;0;201309;17,8;25,1;;
32474884;B-III;SICOOB SUL-LITORÂNEO;I;2;;201309;ALFREDO CHAVES;ES;147.661;147.661;2.009;0;3.824;38.167;0;98.275;-2.819;0;1.578;129;0;6.498;114.404;21.749;0;0;67.955;1.808;91.512;0;0;0;0;0;3;18.903;0;3.985;33.257;32.797;1.612;4.704;0;71;0;0;0;0;-1.403;-208;0;0;0;-345;2.819;320;609;-1.557;-1.285;-33;0;940;-160;1.653;-1;1.652;-41;0;1.612;0;0;201309;30,1;3,7;;
4146333;B-III;CECMS PUB EX LEG JUD MP PE;I;2;;201309;RECIFE;PE;147.043;147.043;181;0;0;14.344;0;127.452;-2.745;0;1.883;14;0;5.914;120.129;4.126;0;0;55.897;653;60.677;0;0;0;0;381;10;54.919;0;4.142;26.914;26.914;1.097;6.789;0;0;0;0;0;0;-1.204;-1.564;0;0;0;-825;3.196;57;55;-1.097;-1.018;-14;0;336;-362;1.153;-1;1.152;0;-55;1.097;0;0;201309;21,8;12,1;;
78483310;B-III;CCLA ITAPIRANGA;I;2;;201309;ITAPIRANGA;SC;146.129;146.129;894;0;89.222;3.128;0;48.364;-2.579;0;708;246;0;6.146;124.128;12.353;0;0;81.681;9.962;103.996;0;0;0;0;0;0;18.718;0;1.415;22.001;21.900;643;1.766;0;1.936;0;0;0;0;-1.815;-90;0;0;0;-72;1.725;205;23;-754;-582;-15;0;131;-98;635;8;643;0;0;643;0;0;201309;23,5;11;;
1389651;B-III;CCLA DO PLANALTO CATARINENSE;I;2;;201309;PAPANDUVA;SC;145.395;145.395;751;0;71.950;2.560;0;67.945;-1.166;0;301;6;0;3.048;131.156;12.631;0;0;96.241;52;108.923;0;0;0;0;1;12;20.489;0;1.731;14.239;14.237;756;2.607;0;1.689;0;0;0;0;-2.094;-163;0;0;0;-93;1.946;159;256;-829;-668;-11;0;80;-188;745;9;754;0;0;756;0;0;201309;14,1;8,6;;
87733341;B-III;CCLA DO CENTRO SUL DO RGS;I;2;;201309;SAO SEPE;RS;144.489;144.489;917;0;0;59.280;0;78.821;-4.745;93;2.833;1.453;0;5.930;120.457;10.127;0;0;56.529;2.933;69.589;0;0;0;0;45.148;81;2.041;0;3.598;24.032;24.032;389;3.220;0;0;0;0;0;0;-1.131;-468;0;0;0;-710;911;589;151;-1.105;-636;-16;0;1.442;-876;460;2;462;-73;0;389;0;0;201309;19,4;14,4;;
4529074;B-III;CCLA DE CASCAVEL E REGIÃO - SI;I;2;;201309;CASCAVEL;PR;144.136;144.136;1.663;0;0;40.955;0;97.867;-2.149;0;1.845;647;0;3.308;128.338;19.891;0;0;91.293;3.359;114.544;0;0;0;0;0;17;8.966;0;4.811;15.799;15.444;1.031;4.793;0;0;0;0;0;0;-1.857;-100;0;0;0;-148;2.688;484;398;-1.488;-1.743;-30;0;927;-180;1.056;-4;1.052;-20;0;1.031;0;0;201309;14,1;9,8;;
3320525;B-III;CCLA TRIANGULO MINEIRO;I;2;;201309;ARAGUARI;MG;143.922;143.922;2.139;0;16.578;13.873;0;106.256;-3.195;0;469;1.767;0;6.035;114.019;23.659;0;0;43.195;2.522;69.376;0;0;0;0;25.502;0;15.144;0;3.997;29.904;29.834;612;4.535;0;264;0;0;0;0;-1.066;-552;0;0;0;-755;2.426;251;218;-1.171;-1.133;-23;0;370;-156;782;-168;614;-2;0;612;0;0;201309;25,3;10,3;;
16721078;B-III;CECM FUNC SEC FAZENDA MG;I;2;;201309;BELO HORIZONTE;MG;142.087;142.087;561;0;0;58.518;0;71.278;-678;0;4.440;15;0;7.952;88.774;1.994;0;0;72.433;0;74.427;0;0;0;0;0;0;0;0;14.347;53.313;53.313;2.334;4.243;0;0;0;0;0;0;-1.503;0;0;0;0;-27;2.713;8;7;-1.262;-565;-18;0;1.513;-70;2.326;11;2.337;-3;0;2.334;0;0;201309;60,5;4,4;;
81011686;B-III;CCR DO NORTE CATARINENSE;I;2;;201309;MAFRA;SC;138.947;138.947;2.440;2.164;47.755;3.088;0;81.277;-3.773;230;1.318;292;0;4.388;125.190;22.776;0;0;70.018;3.870;96.664;0;0;0;0;0;11;26.408;0;2.105;13.758;13.758;1.140;3.678;0;1.038;0;0;0;0;-1.463;-230;0;0;0;-604;2.419;308;680;-1.083;-1.392;-22;0;362;-196;1.076;65;1.141;0;0;1.140;0;0;201309;13,5;18,5;;
22760839;B-III;CRC LA SUDOESTE MINEIRO E NORD;I;2;;201309;SAO SEBASTIAO DO PAR;MG;138.546;138.546;1.075;0;35;24.439;0;99.463;-4.709;0;6.834;91;0;11.318;107.325;14.348;0;0;45.263;476;60.087;0;0;0;0;38.673;50;2.504;0;6.012;31.221;30.810;1.029;4.343;0;34;0;0;0;0;-985;-606;0;0;0;-222;2.564;284;319;-1.514;-1.148;-32;0;749;-161;1.061;-14;1.047;-21;0;1.029;0;0;201309;27,9;9,2;;
3618104;B-III;CCCM DO RIO GRANDE DO SUL;I;2;;201309;PORTO ALEGRE;RS;138.209;138.209;3.811;0;133.216;0;0;777;-16;0;59;4;0;358;129.713;0;0;0;0;0;0;0;0;0;0;127.958;0;0;0;1.755;8.496;8.324;93;13;0;2.846;0;0;0;0;0;0;0;0;0;-3;2.856;0;0;-455;-288;-1;0;637;-2.655;94;0;94;0;0;93;0;0;201309;14,9;4,2;;
59869560;B-III;CCR ALTA PAULISTA;I;2;;201309;ADAMANTINA;SP;137.980;137.980;710;0;62.552;4.238;0;67.338;-1.054;0;15;62;0;4.119;105.611;12.413;0;0;67.960;3.683;84.057;0;0;0;0;0;0;19.112;0;2.443;32.369;32.369;1.644;3.457;0;1.336;0;0;0;0;-1.442;-219;0;0;0;-40;3.092;40;113;-969;-686;-13;0;454;-374;1.657;-7;1.650;-6;0;1.644;0;0;201309;30,9;5,5;;
16779741;B-III;CCLA VIACREDI ALTO VALE;I;2;;201309;IBIRAMA;SC;137.435;137.435;683;0;40.428;1.136;1.872;89.101;-1.567;0;277;170;0;5.334;109.928;10.345;0;15.487;80.851;856;107.540;0;0;0;0;0;26;0;0;2.362;27.507;27.507;1.312;4.787;0;765;0;0;0;0;-1.891;-6;0;0;0;-321;3.334;361;18;-1.137;-1.203;-34;0;174;-109;1.404;0;1.404;0;-91;1.312;0;0;201309;25,3;0,7;;
22724710;B-III;CCLA CAMPOS DAS VERTENTES;I;2;;201309;SAO TIAGO;MG;136.366;136.366;2.499;0;0;38.521;0;91.485;-1.661;0;900;42;0;4.580;111.075;20.864;0;0;64.715;2.587;88.167;0;0;0;0;18.724;81;0;0;4.104;25.291;24.763;1.177;4.290;0;0;0;0;0;0;-1.320;-210;0;0;0;-227;2.533;347;695;-1.517;-1.390;-29;0;802;-158;1.283;10;1.293;-59;-55;1.177;0;0;201309;26,8;6,7;;
37255049;B-III;CCLA GOIÂNIA, SENADOR CANEDO;I;2;;201309;GOIANIA;GO;135.440;135.440;205;0;0;37.659;0;89.236;-1.448;0;825;33;0;8.930;46.279;27.276;0;0;5.944;0;33.220;0;0;0;0;8.684;0;0;0;4.375;89.161;89.161;4.455;5.278;0;0;0;0;0;0;-118;-128;0;0;0;-96;4.936;7;25;-1.097;-481;-7;0;1.095;-22;4.456;0;4.456;0;0;4.455;0;0;201309;94,1;3,9;;
25387671;B-III;CCLA PATOS DE MINAS;I;2;;201309;PATOS DE MINAS;MG;134.915;134.915;2.651;0;0;51.310;0;77.752;-3.524;0;1.575;25;0;5.126;109.640;32.770;0;0;52.088;0;84.858;0;0;0;0;18.647;77;2.251;0;3.807;25.275;25.275;1.394;3.536;0;0;0;0;0;0;-944;-249;0;0;0;117;2.460;334;364;-1.244;-1.175;-24;0;901;-179;1.437;0;1.437;-43;0;1.394;0;0;201309;25,8;5,7;;
966246;B-III;CCLA ITAÍ-PARANAPANEMA-AVARÉ;I;2;;201309;ITAI;SP;134.069;134.069;758;0;49.992;11.247;0;66.582;-2.272;27;3.490;29;0;4.244;109.807;16.396;0;0;66.886;1.362;84.643;0;0;0;0;0;0;19.268;0;5.896;24.262;24.262;981;4.466;0;948;0;0;0;0;-1.357;-259;0;0;0;-840;2.958;239;531;-1.658;-1.220;-20;0;639;-473;996;0;996;-14;0;981;0;0;201309;25,1;10,6;;
70937271;B-III;CC PROF SAÚDE TRIÂNGULO MG;I;2;;201309;UBERLANDIA;MG;133.670;133.670;641;0;0;49.976;0;74.702;-1.355;0;4.522;101;0;5.083;119.677;25.641;0;0;88.008;0;113.649;0;0;0;0;0;279;0;0;5.749;13.992;13.973;686;3.792;0;0;0;0;0;0;-1.778;0;0;0;0;7;2.021;288;141;-1.399;-1.610;-17;0;1.358;-79;703;-17;686;0;0;686;0;0;201309;14,9;15,8;;
5772229;B-III;SICOOB NOROESTE DO PARANÁ;I;2;;201309;PARANAVAI;PR;133.619;133.619;968;0;0;34.458;0;97.216;-3.357;0;706;73;0;3.555;113.994;16.201;0;0;57.111;648;73.960;0;0;0;0;0;2.378;33.991;0;3.665;19.625;19.004;462;5.044;0;0;0;0;0;0;-1.092;-513;0;0;0;-870;2.569;410;429;-1.703;-1.546;-29;0;759;-368;521;1;522;-60;0;462;0;0;201309;19,1;7,9;;
78157146;B-III;CREDIALIANÇA CCR;I;2;;201309;ROLANDIA;PR;132.810;132.810;798;40.480;53.334;291;0;37.110;-844;0;610;133;0;898;107.986;21.144;0;0;60.746;0;81.890;0;0;0;0;6;767;21.545;0;3.779;24.824;24.805;178;1.153;0;1.898;0;0;0;0;-1.200;-218;0;0;0;-155;1.478;90;160;-1.117;-543;-7;0;156;-25;192;-15;177;0;0;178;0;0;201309;19,4;3,5;;
86564051;B-III;CCLA DE UNAÍ E NOROESTE DE MIN;I;2;;201309;UNAI;MG;132.251;132.251;1.646;0;0;30.604;0;92.712;-1.651;0;1.021;35;0;7.885;107.164;29.130;0;0;23.374;0;52.504;0;0;0;0;51.057;284;0;0;3.319;25.087;25.087;763;3.061;0;0;0;0;0;0;-432;-597;0;0;0;-140;1.892;252;97;-1.062;-827;-26;0;619;-105;840;-14;826;-19;-44;763;0;0;201309;23;10,5;;
2663426;B-III;CCR INT SOL DE CONSTANTINA;I;2;;201309;CONSTANTINA;RS;131.994;131.994;1.233;36;3.507;18.818;0;106.411;-5.609;0;1.184;54;0;6.360;114.246;11.812;0;0;28.031;0;39.843;0;0;0;0;71.199;68;1.800;0;1.337;17.748;17.748;22;2.934;0;83;0;0;0;0;-518;-488;0;0;0;-1.787;224;545;18;-474;-514;-30;0;391;-155;5;17;22;0;0;22;0;0;201309;15,8;10,7;;
24830879;B-III;CCLA VALE DO ARAGUAIA;I;2;;201309;MINEIROS;GO;131.763;131.763;956;0;0;56.609;0;69.861;-1.727;0;402;70;0;5.593;77.859;40.956;0;0;20.279;709;61.944;0;0;0;0;11.205;0;0;0;4.710;53.905;53.905;3.475;3.744;0;0;0;0;0;0;-434;-133;0;0;0;-29;3.148;53;88;-704;-386;-3;0;1.282;-61;3.417;64;3.481;-6;0;3.475;0;0;201309;66,2;3,6;;
3793242;B-III;CCLA SICREDI SUL SC;I;2;;201309;CRICIUMA;SC;129.216;129.216;2.607;0;0;53.479;0;69.010;-5.653;0;3.492;97;0;6.184;113.333;23.534;0;0;75.871;224;99.628;0;0;0;0;6.281;185;1.433;0;5.807;15.883;15.883;300;4.725;0;0;0;0;0;0;-1.587;-84;0;0;0;-768;2.286;827;253;-1.615;-1.698;-26;0;1.372;-1.153;246;54;300;0;0;300;0;0;201309;17,3;26,2;;
54603022;B-III;CECM EMPR SERV EMPR SAN AMB SP;I;2;;201309;SAO PAULO;SP;125.688;125.688;3.821;0;37.981;0;0;77.185;-1.039;0;6.411;11;0;1.317;1.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.224;124.464;123.342;2.665;3.606;0;850;0;0;0;0;0;0;0;0;0;-332;4.124;0;0;-913;-565;-20;0;0;0;2.626;38;2.664;0;0;2.665;0;0;201309;111,9;1,1;;
66402207;B-III;CCLA S. ROQUE DE MINAS;I;2;;201309;SAO ROQUE DE MINAS;MG;125.588;125.588;1.080;0;9.547;21.277;0;86.899;-1.435;0;1.355;73;0;6.792;104.391;18.230;0;0;41.113;0;59.342;0;0;0;0;39.205;3;3.444;0;2.397;21.196;21.196;1.296;3.838;0;105;0;0;0;0;-718;-434;0;0;0;-89;2.702;91;84;-1.167;-877;-10;0;576;-84;1.315;-10;1.305;-10;0;1.296;0;0;201309;21,2;25,1;;
2447120;B-III;CCLA SICOOB EXTREMO SUL;I;2;;201309;TEIXEIRA DE FREITAS;BA;124.956;124.956;2.658;0;8.534;48.018;0;61.353;-3.937;0;715;167;0;7.449;69.398;34.881;0;0;17.102;972;52.955;0;0;0;0;0;1;12.667;0;3.776;55.558;55.557;2.911;3.475;0;235;0;0;0;0;-317;-179;0;0;0;242;3.456;265;188;-875;-850;-25;0;885;-105;2.939;9;2.948;-37;0;2.911;0;0;201309;71,3;3,2;;
5392810;B-III;CCLA REGIÃO OESTE;I;2;;201309;TOLEDO;PR;124.094;124.094;2.182;0;0;26.429;0;92.402;-2.424;0;644;906;0;3.955;106.408;20.619;0;0;77.067;3.601;101.287;0;0;0;0;0;3;623;0;4.496;17.686;17.183;2;4.750;0;0;0;0;0;0;-1.620;-10;0;0;0;-1.078;2.042;450;281;-1.550;-1.628;-23;0;578;-138;12;26;38;-35;0;2;0;0;201309;15,5;9,3;;
86829827;B-III;CCLA DO VALE;I;2;;201309;BRACO DO NORTE;SC;122.294;122.294;1.141;0;54.348;6.536;0;59.114;-1.938;0;341;345;0;2.407;109.909;19.000;0;0;68.897;29;87.926;0;0;0;0;0;0;19.480;0;2.503;12.386;12.352;788;2.962;0;1.187;0;0;0;0;-1.318;-218;0;0;0;-286;2.327;196;152;-1.004;-699;-17;0;86;-253;788;0;788;0;0;788;0;0;201309;14,7;9;;
87732657;B-III;CCLA DE IBIRUBÁ;I;2;;201309;IBIRUBA;RS;122.199;122.199;639;0;0;47.839;0;70.683;-5.346;117;2.352;612;0;5.421;97.862;15.160;0;0;42.994;2.205;60.359;0;0;0;0;32.341;123;1.922;0;3.116;24.338;24.338;1.059;2.733;0;0;0;0;0;0;-894;-289;0;0;0;131;1.681;555;128;-814;-539;-8;0;1.194;-1.086;1.111;0;1.111;-54;0;1.059;0;0;201309;20,2;12,6;;
10348181;B-III;CCLA VALE ITAJAI E LITORAL SC;I;2;;201309;ITAPEMA;SC;119.624;119.624;2.256;0;0;29.026;0;81.382;-3.852;0;4.176;402;0;6.233;104.425;24.408;0;0;64.623;0;89.031;0;0;0;0;4.940;447;4.118;0;5.888;15.199;15.199;434;5.389;0;0;0;0;0;0;-1.297;-47;0;0;0;-1.020;3.025;924;331;-1.788;-1.745;-39;0;646;-936;418;15;433;0;0;434;0;0;201309;14,9;33,5;;
4355489;B-III;CECM MAG MEM DO MP DE SC;I;2;;201309;FLORIANOPOLIS;SC;118.109;118.109;62;0;0;73.156;0;40.846;-274;0;68;48;0;4.202;106.818;7.852;0;0;93.494;3.526;104.872;0;0;0;0;605;0;0;0;1.341;11.291;11.291;473;1.533;0;0;0;0;0;0;-1.669;0;0;0;0;-43;-179;117;13;-493;-483;-6;0;1.540;-30;479;0;479;-5;0;473;0;0;201309;19,9;21,2;;
3428338;B-III;CREDUNI;I;2;;201309;CAMPINA GRANDE;PB;117.910;117.910;688;0;0;11.399;0;97.211;-2.588;0;3.966;3;0;7.231;63.571;1.198;0;0;46.898;316;48.412;0;0;0;0;38;2;7.835;0;7.284;54.339;54.244;3.412;5.404;0;0;0;0;0;0;-738;-243;0;0;0;107;4.530;11;12;-836;-542;-2;0;440;-201;3.412;1;3.413;0;0;3.412;0;0;201309;57,6;1,9;;
2843443;B-III;CCLA NORTE E NORDESTE DE SC;I;2;;201309;JOINVILLE;SC;116.734;116.734;1.159;0;0;40.430;0;66.626;-3.119;0;4.446;311;0;6.880;98.700;24.025;0;0;63.160;1.024;88.209;0;0;0;0;4.028;225;1.397;0;4.840;18.034;18.034;568;4.575;0;0;0;0;0;0;-1.287;-35;0;0;0;-571;2.682;860;390;-1.747;-1.521;-37;0;944;-1.039;532;36;568;0;0;568;0;0;201309;17,9;29,8;;
22753982;B-III;CC SETE LAGOAS;I;2;;201309;SETE LAGOAS;MG;116.354;116.354;2.307;0;0;51.804;0;55.697;-2.033;0;2.068;711;0;5.800;97.940;30.472;0;0;57.220;1.433;89.125;0;0;0;0;4.475;119;0;0;4.221;18.414;18.414;1.086;3.973;0;0;0;0;0;0;-1.129;-55;0;0;0;-310;2.479;336;681;-1.479;-1.526;-103;0;1.021;-262;1.147;57;1.204;-56;-61;1.086;0;0;201309;26,4;19,6;;
71297899;B-III;CCLA OESTE MINEIRO LTDA-SICOOB;I;2;;201309;PATOS DE MINAS;MG;115.307;115.307;2.169;0;540;34.095;0;76.116;-2.297;0;1.159;206;0;3.318;82.646;25.818;0;0;45.960;587;72.365;0;0;0;0;0;24;7.523;0;2.735;32.660;32.660;1.498;4.070;0;11;0;0;0;0;-913;-175;0;0;0;-471;2.522;354;212;-1.207;-990;-40;0;672;-5;1.518;-10;1.508;-9;0;1.498;0;0;201309;40,7;2,7;;
86803939;B-III;UNICRED REGIONAL SUL FLUMINENS;I;2;;201309;NOVA IGUACU;RJ;114.849;114.849;1.851;0;0;52.251;0;54.798;-1.557;0;764;16;0;6.726;103.674;23.183;0;0;71.907;5.751;100.840;0;0;0;0;8;0;0;0;2.826;11.175;11.172;764;3.105;0;0;0;0;0;0;-1.531;0;0;0;0;-101;1.473;62;79;-1.008;-901;-2;0;1.141;-102;742;26;768;-3;0;764;0;0;201309;16,7;20,9;;
78865995;B-III;CCLA VALE DO RIO DO PEIXE;I;2;;201309;JOACABA;SC;114.697;114.697;1.051;0;59.723;2.366;0;43.363;-3.358;0;539;8.198;0;2.816;98.408;13.539;0;0;68.989;14;82.543;0;0;0;0;0;3;14.637;0;1.225;16.289;16.272;537;2.051;0;1.221;0;0;0;0;-1.354;-131;0;0;0;-140;1.647;223;39;-633;-712;-18;0;127;-110;563;-24;539;0;0;537;0;0;201309;20,2;3,5;;
41669227;B-III;CCPR LIVRE ADMISSÃO TRIÂNGULO;I;2;;201309;UBERLANDIA;MG;114.520;114.520;1.269;0;7.011;59.159;0;41.617;-865;0;1.653;74;0;4.602;94.068;28.549;0;0;52.184;0;80.733;0;0;0;0;9.893;70;0;0;3.372;20.452;20.335;836;2.091;0;115;0;0;0;0;-1.008;-139;0;0;0;-51;1.008;259;406;-1.310;-766;-30;0;1.344;-95;816;49;865;-29;0;836;0;0;201309;33,2;13,1;;
80959612;B-III;CCLA ALTO VALE DO ITAJAÍ;I;2;;201309;RIO DO SUL;SC;113.922;113.922;2.032;0;62.000;17.923;0;30.381;-1.383;165;964;108;0;1.897;105.537;26.183;0;0;74.881;2;101.066;0;0;0;0;0;0;2.302;0;2.169;8.385;8.368;415;2.084;0;1.599;0;0;0;0;-1.555;-17;0;0;0;-398;1.713;307;95;-796;-857;-25;0;142;-158;421;-4;417;0;0;415;0;0;201309;13;6,1;;
66398496;B-III;CC DA REGIÃO DE ARAXÁ LTDA.;I;2;;201309;ARAXA;MG;113.291;113.291;1.370;0;1.141;43.886;0;58.448;-1.787;0;1.396;36;0;8.800;91.957;24.982;0;0;44.185;0;69.167;0;0;0;0;16.846;69;962;0;4.913;21.334;21.333;953;3.121;0;0;0;0;0;0;-852;-233;0;0;0;-347;1.689;319;389;-1.079;-1.149;-37;0;1.037;-128;1.041;-17;1.024;-29;-40;953;0;0;201309;26;23,8;;
2090126;B-III;CCLA VALE DO CHAPECOZINHO;I;2;;201309;PASSOS MAIA;SC;112.577;112.577;815;0;33.098;5.053;0;70.303;-1.768;0;409;1.290;0;3.379;92.881;8.133;0;0;52.641;132;60.905;0;0;0;0;0;0;30.353;0;1.621;19.696;19.686;1.179;3.161;0;560;0;0;0;0;-1.036;-217;0;0;0;-174;2.294;162;150;-616;-835;-13;0;134;-95;1.181;0;1.181;0;0;1.179;0;0;201309;23,5;4,9;;
66788142;B-III;CCR CANDIDO MOTA;I;2;;201309;CANDIDO MOTA;SP;111.610;111.610;1.370;0;32.853;6.100;0;68.579;-2.559;0;416;0;0;4.852;94.364;20.481;0;0;36.842;0;57.323;0;0;0;0;0;0;33.612;0;3.429;17.247;17.225;562;3.834;0;0;0;0;0;0;-663;-374;0;0;0;-925;1.872;114;253;-1.118;-1.062;-12;0;954;-405;596;5;601;0;-39;562;0;0;201309;19,4;13,4;;
19449602;B-III;CCLA REG. CARATINGA;I;2;;201309;CARATINGA;MG;111.560;111.560;1.343;0;313;31.409;0;72.845;-2.381;0;1.960;511;0;5.561;84.054;20.953;0;0;30.944;575;52.473;0;0;0;0;10.215;46;16.842;0;4.478;27.507;27.349;920;3.772;0;0;0;0;0;0;-586;-477;0;0;0;-493;2.216;199;750;-1.296;-1.376;-37;0;701;-158;999;15;1.014;-29;-68;920;0;0;201309;33,6;6,3;;
80959638;B-III;CCLA MEIO OESTE CATARINENSE;I;2;;201309;XANXERE;SC;110.890;110.890;2.267;0;53.521;3.266;0;50.836;-3.050;0;682;5;0;3.361;98.065;16.493;0;0;67.515;595;84.603;0;0;0;0;3;16;11.667;0;1.776;12.825;12.797;774;2.364;0;1.016;0;0;0;0;-1.345;-131;0;0;0;-63;1.841;148;220;-816;-665;-9;22;107;-74;774;0;774;0;0;774;0;0;201309;16,4;10,4;;
2641969;B-III;CCLA NOVA TRENTO;I;2;;201309;NOVA TRENTO;SC;110.531;110.531;3.786;0;49.788;398;0;50.043;-1.988;0;402;225;0;7.878;89.232;11.900;0;0;71.316;2.725;85.942;0;0;0;0;0;6;1.130;0;2.155;21.299;21.291;1.064;3.114;0;1.075;0;0;0;0;-1.351;-3;0;0;0;-271;2.564;240;387;-1.027;-983;-22;0;54;-151;1.062;0;1.062;0;0;1.064;0;0;201309;27,5;25,2;;
